tract,percent_white_2016,percent_white_2015,percent_white_2014,percent_white_2013,percent_white_2012,percent_white_2011
1605.01,0.1734217891086366,0.1731795857,0.1694086261,0.21791598980000002,0.2204509223,0.2149011657
1605.02,0.22685507360367724,0.2248171739,0.2491243433,0.2744074799,0.2692228407,0.2651969178
1606.01,0.30748570138920456,0.30527036280000003,0.3610902726,0.39564564560000004,0.4459388186,0.4968213605
1606.02,0.3929021037596636,0.39697733,0.3851368315,0.3817627635,0.3615745568,0.3676778243
1607,0.46313819410749074,0.4778388871,0.4054593875,0.3664030261,0.399217554,0.38720173539999997
1608,0.3136162690992105,0.3155268022,0.3053080921,0.31396981399999996,0.2796657382,0.2962049336
1609,0.5941075304899034,0.5960570470000001,0.6078345070000001,0.6865127581999999,0.6799387443000001,0.6812191104
1610,0.6002925062882336,0.6022067364,0.6320973349,0.6946651531999999,0.7163323782,0.7378984651999999
1611,0.6364472303093572,0.6414799375,0.6776900295999999,0.6406320542,0.6616407982,0.7024128686
1612,0.2634633397407408,0.2599573257,0.3055555556,0.3202267092,0.3132961783,0.2585347142
1613,0.3059109219561129,0.3080665813,0.3114379914,0.35236584719999997,0.3836254107,0.4389916868
1701,0.7941284784816967,0.8037533512,0.7910208445,0.8016789087,0.8037296037,0.7610402355
1702,0.5434313477776862,0.5465674508,0.570774164,0.6287841191,0.6778645833,0.6443217666
1703,0.6295334361484903,0.6321233016,0.6693777959,0.7251727542,0.7664564446,0.7878326995999999
1704,0.8399901809334193,0.8595614765,0.7467741935,0.7769106565999999,0.7715642310999999,0.7689759868000001
1705,0.7192577033237991,0.7246901810999999,0.7409983633,0.7603745478,0.7631972644,0.7559038662
1706,0.6655023303635788,0.6682044003000001,0.6975486662,0.7002180232999999,0.6734616837,0.7349071207
1707,0.6942790568542969,0.6932918396,0.7410808901,0.7813390312999999,0.7344045369,0.7920856309000001
1708,0.7119189348205731,0.7189403973999999,0.7464,0.7084681769,0.7322359395999999,0.7710409745
1709,0.6391332879896345,0.6356275304,0.7096587623,0.7425287356,0.7102040815999999,0.6830102623000001
1710,0.5784435016142875,0.5797526457,0.6244810668,0.6724091521,0.7104664391,0.6996694712
1711,0.5478515241421837,0.5533910534,0.5574348132,0.5297736761,0.5181880577,0.5269419174000001
1801,0.3587283551669667,0.35603180090000003,0.41466711729999994,0.4478108258,0.4779229954,0.4526184539
1901,0.09705801944583994,0.0933333333,0.1452205882,0.1302882815,0.1579925651,0.15471698109999998
1902,0.14941637439780758,0.14755857630000002,0.1643835616,0.2063110959,0.22253567870000002,0.23841504370000002
1903,0.3297653848293916,0.3332093023,0.3175390266,0.3422595778,0.33826879270000004,0.33651466950000003
1904.01,0.4072989849881818,0.4127061106,0.38250059770000006,0.3876828693,0.3568756876,0.3823211584
1904.02,0.20205834621921961,0.20065662420000002,0.2380439466,0.2365250476,0.2636196695,0.26564567969999997
1906.01,0.10897346898669456,0.105857295,0.10718023859999999,0.1578836425,0.1262852034,0.1476525289
1906.02,0.13302368395968386,0.1347073979,0.1272554606,0.1399184941,0.161868331,0.20928355199999998
1907.01,0.1874125381879291,0.19054008719999999,0.1595052083,0.1975850714,0.20068143100000002,0.1990610329
1907.02,0.1318784322264152,0.13037171349999999,0.1485265226,0.1535648995,0.1573909172,0.1958581185
1908,0.1203365899131743,0.1213829945,0.10492660949999999,0.0992609767,0.0742545025,0.0546535228
1909,0.0839031587485008,0.08424182359999999,0.1158798283,0.0649953575,0.11401098900000001,0.1342592593
1910,0.04368310983487931,0.0433989788,0.0368838332,0.0368695652,0.03125,0.035488959
1911,0.04427736811033784,0.0434610304,0.0432207661,0.040470837200000005,0.0352605652,0.0229055148
1912,0.06362317022936739,0.0612141224,0.0757232704,0.08090698269999999,0.0747943156,0.0778189518
1913.01,0.01621045258727802,0.0147965475,0.0146439993,0.0253313202,0.025012506299999997,0.0226122173
1913.02,0.04221981313353511,0.043160204800000004,0.035966981099999996,0.0353665806,0.05642633230000001,0.1050488599
2001,0.1523033701428389,0.153603781,0.1642407126,0.1244893571,0.13453506269999999,0.17694369969999998
2002,0.07948786637208385,0.07892004150000001,0.08172302740000001,0.0748742783,0.0694194014,0.096853677
2003,0.06515125687275726,0.0616923718,0.0603915035,0.0842671448,0.0301151461,0.156477127
2004.01,0.03793397515808649,0.039746403300000004,0.0372312533,0.0462257192,0.10737419029999999,0.0965133906
2004.02,0.030176720655665144,0.0292987512,0.030746342700000002,0.0366854797,0.0449010654,0.0313193588
2101,0.42730540273722933,0.42183908049999996,0.5195822454,0.4507642195,0.4113541182,0.4000907235
2104,0.22036202713218853,0.2227962544,0.22218670079999997,0.1977325775,0.1994941511,0.2091383011
2105.01,0.2495874909999578,0.2498826842,0.26898664920000004,0.253081173,0.2508324084,0.2433433665
2105.02,0.272212442897607,0.2719137686,0.3071908739,0.26317875539999996,0.2575406032,0.3896361632
2106.01,0.18956096083089807,0.18963655989999997,0.19406392690000002,0.21131959399999997,0.21187462329999998,0.2329663791
2106.02,0.2960697035583176,0.2993645564,0.2738730005,0.24727182539999998,0.1859892569,0.2103336921
2107,0.3543137768152594,0.3550071191,0.4037204625,0.3131147541,0.3027888446,0.3590588235
2108,0.41268118032953427,0.4117100372,0.4464980545,0.39396628219999996,0.3246963563,0.4125441696
2109,0.4170363038507638,0.43107290670000004,0.3217499224,0.301577084,0.2584670232,0.3167049557
2203,0.6000323234037693,0.6052741733,0.5911166459,0.6432884347,0.6284536082,0.649911032
2204,0.6415904241888084,0.6513905210000001,0.5863547758,0.6176470588,0.5582822086,0.5574642127
2205,0.6397889291470602,0.6458635704,0.6282624907,0.6162577810000001,0.5510638298,0.5778764336
2206.01,0.4233716300004541,0.4193725922,0.45676691729999996,0.43271221530000004,0.3187250996,0.29841897230000003
2206.02,0.4919993330094059,0.49350649350000003,0.5208955224,0.5004391744,0.4730591599,0.4240651765
2207.01,0.24206623955891843,0.24603640629999998,0.2356172304,0.201946472,0.2023622047,0.2212938005
2207.02,0.17911991812353306,0.1846417217,0.1601897876,0.17264522100000002,0.2293364377,0.22789199899999998
2209.01,0.16811042752502753,0.1675607447,0.1643918714,0.1587635054,0.11497641509999999,0.1444159178
2209.02,0.1527970575405983,0.15204678359999999,0.1846616541,0.1569422777,0.18139390170000003,0.16221648
2210,0.18748383258806212,0.1922433969,0.155808236,0.17028431670000002,0.17981174940000003,0.1621275232
2211,0.36023208747877183,0.3633911368,0.3671517672,0.3414330218,0.3293625914,0.3549419768
2212,0.4579658942344453,0.4606386342,0.5044045677000001,0.4761396011,0.5186295503,0.5425619835000001
2213,0.5186333529970775,0.5293897417,0.4728457639,0.45793315409999996,0.44028722600000003,0.41271591329999996
2214,0.3603276708906334,0.3589321028,0.40943194,0.3238155005,0.2715850515,0.2634032634
2215,0.45303842995608723,0.4590038314,0.4432789433,0.4508348794,0.4563683624,0.4287861706
2216,0.7034888310936932,0.7135135134999999,0.6962796665000001,0.6998050681999999,0.7207509219,0.6911049340000001
2222,0.795363995716412,0.7984754645000001,0.8243380855,0.8344612181000001,0.7774278215,0.7068062827
2225,0.2624040119085882,0.2647453083,0.2598314607,0.2657004831,0.2665736218,0.2842535787
2226,0.4283089885575502,0.4375384615,0.42342342340000005,0.3716381418,0.4174340086,0.4126466754
2227,0.2593066839780676,0.26433465559999997,0.2488721805,0.2265298366,0.2432321575,0.2012703454
2228,0.07655122373692864,0.0759162304,0.0611439842,0.0643015521,0.0238365494,0.0047225502
2229,0.17484804353757175,0.1740196078,0.1799544419,0.1604696673,0.1193092622,0.0797546012
2301,0.2426902053895783,0.24472843449999998,0.2466585662,0.23375,0.23502304149999997,0.23703217329999998
2302,0.07378530243377864,0.0698219306,0.1039553753,0.097546729,0.0905172414,0.1472814866
2303,0.056777455525198015,0.0589225589,0.0376068376,0.0125603865,0.0044642857,0.0086114101
2304,0.05587696156437941,0.057340382300000006,0.0371342836,0.050376834599999996,0.059245282999999996,0.0495837857
2305,0.0226511491460496,0.0237372343,0.0288409704,0.0341705607,0.09828080230000001,0.0756024096
2306,0.045228995342128236,0.0436347278,0.045723352099999996,0.0434726187,0.025951557099999998,0.0373278237
2307,0.041270535921939355,0.041594454100000004,0.028201661200000002,0.0424071082,0.04615681730000001,0.028535534799999998
