tract,percent_black_2016,percent_black_2015,percent_black_2014,percent_black_2013,percent_black_2012,percent_black_2011
2522.02,0.9624741457624536,0.966948652,0.981112708,0.9775754879999999,0.984513778,0.9880710659999999
2601,0.8981921991676898,0.903353057,0.910219675,0.9357638890000001,0.926734217,0.9377526270000001
2602,0.9629117766087354,0.969105691,0.9676145340000001,0.971209213,0.98245614,1.0
2603,0.9433743286442227,0.95016835,0.937963587,0.9365517240000001,0.9319407009999999,0.97099768
2604,0.9863925389560888,0.9925373129999999,0.9897894070000001,0.98538206,0.983552632,0.9798319329999999
2605,0.9607501443101589,0.967723984,0.962983125,0.9955947140000001,0.9959207459999999,0.996232102
2606,0.937973729499334,0.9422464759999999,0.957561728,0.95795053,0.96434635,0.9561847990000001
2607,0.897522644633528,0.9066997520000001,0.886353051,0.961,0.980481728,0.987810187
2608,0.9859911154510754,0.9914390540000001,0.9915797909999999,0.989903069,0.949665924,0.9134701159999999
2609,0.9058977332575401,0.908203125,0.9429494079999999,0.95104108,0.9545923629999999,0.952581665
2610,0.9853684658055283,0.99081803,0.99614495,0.9947506559999999,0.995181616,0.994395516
2705,0.8826973497031406,0.884451544,0.9201658890000001,0.906926407,0.9228915659999999,0.9102285090000001
2712,0.9364725895060113,0.939393939,0.9701086959999999,0.9776536309999999,0.983606557,0.9877250409999999
2713,0.9816892739508303,0.987320372,0.9888793840000001,0.987982833,0.974782609,0.967978042
2714,0.9394034576348528,0.942616034,0.9652476109999999,0.953216374,0.951501155,0.957020057
2715,0.9509240368694332,0.95658363,0.963452566,0.990811639,0.9899641579999999,0.9915314040000001
2718,0.9859848904470555,0.991821561,0.9910569109999999,0.980066445,0.9803343170000001,0.981102362
2801,0.041872845741413936,0.041844076,0.03939301,0.039616056000000004,0.05403362900000001,0.052608601
2804,0.9106163990211503,0.91250734,0.927525622,0.856514085,0.8052631579999999,0.746920493
2808,0.8802234296155483,0.889589905,0.851764706,0.882014388,0.865808824,0.8585858590000001
2809,0.8073272571351182,0.809684685,0.84556962,0.8403869409999999,0.9345524540000001,0.9317226890000001
2819,0.06961176073507144,0.070581015,0.062448132999999996,0.077594568,0.087428995,0.10152551300000001
2827,0.517087397312506,0.5292522279999999,0.435886761,0.448963629,0.45508982,0.433912387
2828,0.23154552468014764,0.236651285,0.19552715699999998,0.24430871699999998,0.183661645,0.179819617
2831,0.4180070698250067,0.41755228,0.44996374200000006,0.506917347,0.454148472,0.4
2832,0.3338299882224169,0.330212235,0.38892640100000003,0.38897058799999995,0.430278884,0.393277311
2838,0.430009153257078,0.42852958399999996,0.46777546799999997,0.475530933,0.47121401799999996,0.5229265
2909,0.9786763868186488,0.98540727,0.9724557840000001,0.968004063,0.938088162,0.918825957
2912,0.9678725748570355,0.9720760829999999,0.986908784,0.984031075,0.970081967,0.9728813559999999
2916,0.18135867336764563,0.178114086,0.207711443,0.17253949,0.160869565,0.20162107399999998
2922,0.9369388290354248,0.943793911,0.937543615,0.974225122,0.959250739,0.9382456140000001
2924,0.9344336213811131,0.942431762,0.9218455740000001,0.944553484,0.9354043390000001,0.944117647
2925,0.9146108042354765,0.9167466409999999,0.957202993,0.9724880379999999,0.9898452609999999,0.995453397
3005,0.04942666589587462,0.049801405,0.03946932,0.025922233,0.030817175,0.030120482
3006,0.12505210773231898,0.126315789,0.11771630400000001,0.144589269,0.123770966,0.151094665
3007,0.0088597306664318,0.008350305,0.008521517,0.017245241,0.016850146,0.036214175
3008,0.005289245355462749,0.00470699,0.0036371420000000003,0.004066986,0.004282116,0.0
3009,0.021755192791738383,0.021050085,0.020943728999999998,0.014428413000000001,0.015061861000000001,0.016346653
3011,0.03326308846434293,0.033029997,0.030169705,0.033566434,0.027487418,0.027374533
3012,0.08442651942500294,0.08426635199999999,0.076179648,0.046136428,0.034222446000000004,0.064350379
3016,0.022599504981726852,0.022024566000000002,0.020385553,0.030372757,0.000672948,0.000681973
3017.01,0.0012365776159526452,0.000509684,0.000534188,0.00055325,0.000558971,0.0002145
3017.02,0.000728467533968935,0.0,0.0,0.0,0.0,0.0
3018.01,0.025895508582152022,0.020098038999999998,0.06617993400000001,0.045917100999999995,0.016685979,0.038042161
3018.02,0.006878366447127339,0.006323111,0.004487400999999999,0.004971319,0.000398565,0.0007803360000000001
3018.03,0.022275542239374772,0.021046644,0.022754253999999998,0.0,0.0,0.0
3102,0.05715359493997639,0.059171598,0.030144168,0.022158685,0.0,0.0
3103,0.014396539791563615,0.010161387,0.04822505,0.051120448,0.052359405,0.042660882000000004
3104,0.058079551026724206,0.057807807999999995,0.061009818,0.052509652999999996,0.09757887,0.1027146
3105,0.000728467533968935,0.0,0.0,0.0,0.0,0.0
3106,0.07896893122651397,0.078091529,0.085975491,0.10349775800000001,0.07973068700000001,0.087163233
3107,0.03939974309542096,0.038194444,0.046736503,0.06783919599999999,0.038361507999999996,0.042222222000000004
3108,0.004003132457039027,0.002439565,0.010561893000000001,0.007330746,0.006974359,0.006302935
3109,0.019113805121282624,0.018673023,0.017176703,0.021922767000000003,0.015191298,0.014941302
3201,0.051994074277481456,0.048721182,0.077083729,0.07977891299999999,0.062584609,0.06312332799999999
3204,0.12435035853661433,0.122537563,0.150614348,0.170608958,0.199870634,0.124234471
3206,0.19198430463771649,0.193696514,0.17726353600000003,0.145205479,0.163760218,0.193083573
3301,0.2199608553547698,0.21934764399999998,0.23307928600000002,0.211053435,0.244599746,0.274980797
3302,0.29661460896968256,0.298927614,0.295793397,0.311463047,0.342975207,0.285788382
3403,0.015064658943772694,0.014582165,0.011534025,0.004689943,0.004598876,0.0
3404,0.0017423843788876932,0.000997506,0.001149425,0.001059322,0.000511771,0.000478698
3405,0.052926525332911104,0.052179250999999996,0.06635071099999999,0.109199206,0.116133082,0.090598291
3406,0.9650952039185033,0.970556161,0.978424015,0.996050553,0.9958159,0.996494303
3501,0.5135030370762447,0.511076765,0.561588738,0.566494845,0.532323232,0.5723520639999999
3504,0.9265492223198366,0.933819065,0.9166062359999999,0.921348315,0.9148191370000001,0.936022253
3510,0.7052847278130333,0.7057678270000001,0.736449528,0.70015949,0.711398545,0.750542299
3511,0.9599061693733968,0.96432212,0.980072464,0.9893617020000001,0.983324648,1.0
3514,0.9031946478185072,0.903089037,0.943907157,0.8434238,0.8872620790000001,0.8736303870000001
3515,0.4742502309386516,0.478747204,0.489156627,0.5755627010000001,0.670454545,0.644444444
3602,0.9703111993261574,0.9753886009999999,0.97710396,0.9199731,0.9661654140000001,0.958456973
3801,0.9355690461622305,0.944473275,0.9088913279999999,0.890200103,0.9076630179999999,0.9415127529999999
3802,0.8834356605752145,0.890257559,0.883561644,0.892899408,0.948453608,0.939299124
3805,0.9828913963505045,0.988052569,0.990243902,0.992865636,0.93974175,0.9830097090000001
3807,0.7928689639451124,0.7959527820000001,0.808388158,0.776107595,0.8,0.762605042
3812,0.8979427425156787,0.897512438,0.952723535,0.9586653390000001,0.908691835,0.912964642
3814,0.9916887500612386,0.996581197,0.9971363120000001,0.981624185,0.92019544,0.901057872
3815,0.8289057120417247,0.833333333,0.856,0.893258427,0.966824645,0.965686275
3817,0.000728467533968935,0.0,0.0,0.0,0.0,0.0
3818,0.7863506729135136,0.790322581,0.779491833,0.677692308,0.7145242070000001,0.828674482
3819,0.9006056126003146,0.9051530990000001,0.916473318,0.90411985,0.944130127,0.961842105
3901,0.8930669940559374,0.897384306,0.9134199129999999,0.9353197670000001,0.9388217520000001,0.920842411
3902,0.8109064993024881,0.811227637,0.8680513129999999,0.9100801829999999,0.91985138,0.8611111109999999
3903,0.8860539067555379,0.8921713440000001,0.8906840840000001,0.9179310340000001,0.9248476640000001,0.92355523
3904,0.8671120021830253,0.87003342,0.8977813,0.9233273059999999,0.913441955,0.917845118
3905,0.6335631260140614,0.637542662,0.6415094339999999,0.7008019740000001,0.6615792970000001,0.640989399
3906,0.42618036575502366,0.429263045,0.420546559,0.39055358,0.447633434,0.46130500799999996
3907,0.47851846795050323,0.480916031,0.477531749,0.452870305,0.457967378,0.45334031
4003,0.9047383788163977,0.9059180579999999,0.9571106090000001,0.991452991,0.9880311190000001,0.979130435
4004,0.9752563093396659,0.98129813,0.980734497,0.980673317,0.98630137,0.966666667
4005,0.9861212434804092,0.992063492,0.992568126,0.9897348159999999,0.994410806,0.9843993759999999
4008,0.9461791697322286,0.9541719340000001,0.9411764709999999,0.989944521,0.9885189440000001,0.985879332
4101,0.47032230694244076,0.47438752799999995,0.463701431,0.499165275,0.483425414,0.46717025
4102,0.17514212240419416,0.17463933199999998,0.193910256,0.21300659800000002,0.252988048,0.394639556
4105,0.49432711801223045,0.496742047,0.516730038,0.5730754929999999,0.61466517,0.596702855
4106,0.29516741708501143,0.295633188,0.320930233,0.390768006,0.402811245,0.40201005
4107,0.24119185836828003,0.241889313,0.240939255,0.249613203,0.20981472199999998,0.209692451
4108,0.3652218225509985,0.359975595,0.431427679,0.43124415299999996,0.42322706600000004,0.390737117
4109,0.304009670949913,0.304362416,0.315429353,0.309364548,0.326409496,0.32594594600000004
4110,0.3291343499400656,0.332510034,0.30546332600000003,0.26632302399999996,0.272931276,0.263157895
4111,0.06119379936557077,0.060900265,0.060552093,0.053884149000000006,0.064458371,0.030864198
4112,0.1289958589405463,0.124179104,0.167356594,0.126630435,0.132379249,0.10301953800000001
4201,0.9147698767775542,0.922498119,0.901960784,0.9212851409999999,0.907320872,0.9108561340000001
4202,0.7527732707809128,0.7549407109999999,0.757469244,0.6455059710000001,0.6766917290000001,0.6832579190000001
4203,0.41218308857743624,0.413572854,0.432087912,0.43877551,0.516570226,0.548013245
4204,0.5974108708096877,0.612853864,0.504111842,0.513573001,0.627023223,0.74230044
4205,0.8575821170376541,0.856851758,0.9223439729999999,0.93491921,0.952155172,0.985501066
4206,0.9222968695107561,0.9276655709999999,0.9343385209999999,0.9514623520000001,0.958937198,0.979657883
4207,0.951005198410654,0.958345221,0.946557377,0.9512520870000001,0.979506773,0.984059857
4208,0.9209796951793312,0.9258613170000001,0.934118674,0.951612903,0.932054357,0.9261663290000001
4212,0.9775093419703839,0.98273878,0.990041008,0.9902498479999999,0.9898921829999999,1.0
4301.01,0.8877163270314936,0.891985203,0.904676719,0.888731396,0.9301976479999999,0.901906731
4301.02,0.9412661974776771,0.946148825,0.958699473,0.967811159,0.9852042459999999,0.987997473
4302,0.9569387623182642,0.963765182,0.9458088090000001,0.9467203940000001,0.8881134620000001,0.900391475
4303,0.9869768182402271,0.992059785,0.9964633070000001,0.9813278009999999,0.9675162420000001,0.981165919
4304,0.9358497022283511,0.941860465,0.942289195,0.9565084229999999,0.96463842,0.972868217
4305,0.9415362681029951,0.947627315,0.947828462,0.962226067,0.971633238,0.981175128
4306,0.9096552810969085,0.912291538,0.94087256,0.9577226609999999,0.922622563,0.980625
4307,0.886423577685427,0.8885400309999999,0.921774194,0.939618231,0.909962484,0.9163763070000001
4308,0.9367863317503188,0.942720764,0.941489362,0.9500280740000001,0.9482006540000001,0.9656526009999999
4309,0.9724034600600083,0.978738483,0.976951673,0.98200692,0.9946207640000001,1.0
4312,0.9505207864564669,0.9581310679999999,0.94165907,0.954620735,0.954115587,0.9458333329999999
4313.01,0.9341311017321092,0.9417188009999999,0.9283835140000001,0.944141252,0.970669427,0.961564396
4313.02,0.9124113567027488,0.9200202479999999,0.9026756840000001,0.904576727,0.937269373,0.971103327
4314,0.8922547933031892,0.895379108,0.918461538,0.927997528,0.9116338209999999,0.918054195
4401.01,0.9215883818378426,0.927631579,0.931945556,0.9723698190000001,0.976386723,0.977863989
4401.02,0.9685544080103098,0.97416363,0.980038023,0.991579656,0.996309963,0.988934188
4402.01,0.9549876793605402,0.959075407,0.976230582,0.986318632,0.9659966179999999,0.967478198
4402.02,0.9652303750489917,0.969827586,0.980577137,0.974358974,0.9675691759999999,0.9731669270000001
4403,0.953578923014163,0.960514834,0.9494949490000001,0.944617438,0.961136364,0.97571885
4406,0.9763845846954432,0.981882235,0.98540856,0.9832946640000001,0.9797230459999999,0.991917378
4407,0.9663599802498359,0.9709090909999999,0.977348434,0.9798615479999999,0.919699596,0.933782267
4408,0.980075259285254,0.9857937,0.988745076,0.9866929520000001,0.994389902,0.986732187
4409,0.9627298263667452,0.966612378,0.986693548,0.983906046,0.987753674,0.960989202
4503,0.9823006525877658,0.9932026140000001,0.9426803009999999,0.94099723,0.948327441,0.9449463579999999
4601,0.7105391719485752,0.7224740070000001,0.652739347,0.6816169959999999,0.72004745,0.741540257
4602,0.531681519588468,0.533491875,0.522086824,0.486787779,0.370158451,0.301628106
4603.01,0.6624483139855366,0.664739884,0.677529367,0.6823605290000001,0.653042122,0.649111873
4603.02,0.9203619232965702,0.928156949,0.90901312,0.912783751,0.9388555,0.938679245
4604,0.9635615100965969,0.968098958,0.982878884,0.991535671,0.9868173259999999,0.986390533
