tract,percent_pub_trans_2016,percent_pub_trans_2015,percent_pub_trans_2014,percent_pub_trans_2013,percent_pub_trans_2012,percent_pub_trans_2011
6909.0,42.536241732729565,42.57142857,38.15592204,31.8359375,31.66666667,23.73134328
6910.0,25.27661123114578,24.53498671,21.40522876,26.14913177,31.4232902,21.34146341
6911.0,39.358594163897074,39.30510315,41.41791045,38.01324503,37.77777778,41.49590164
6912.0,37.44375449951542,37.25850966,37.60932945,41.76470588,42.45076586,48.144104799999994
6913.0,33.38351315591999,33.83027523,33.29545455,32.02846975,25.18518519,25.73991031
6914.0,30.630075819510964,30.56640625,19.73807297,18.08054841,17.29957806,16.02167183
6915.0,42.770084444355064,42.57095159,28.74806801,30.90379009,33.61462729,33.94736842
7001.0,18.61900940039047,17.72400262,14.12066752,12.16968011,18.49845201,20.63273728
7002.0,9.826652736588528,9.294117647,10.20560748,8.126573175,8.624376336000001,10.70799577
7003.01,11.47531891293881,10.88516746,6.578947368,5.185185185,6.9045412420000005,7.708508846
7003.02,8.91284844750245,8.151941955,11.43073429,12.053742800000002,14.7206005,16.88003793
7004.01,14.152156106681161,13.76336668,12.56123163,10.87938825,10.54660126,9.462824617999999
7004.02,8.606056392836047,7.825600894,9.341950646,5.535714286,8.716323296,8.760683761000001
7005.01,23.343199615579007,23.27534493,23.10240964,19.85710033,17.35211268,23.72262774
7005.02,23.784071514670927,23.52501867,20.78651685,14.97659906,15.02008032,8.503937008
7101.0,48.24491571414926,47.96238245,55.93220339,62.53776435,65.45454545,54.92537313
7102.0,44.21613920216984,43.91752577,39.05956113,34.36176649,38.21656051,42.37288136
7103.0,43.91738550101519,43.94736842,40.71246819,35.40772532,35.39192399,46.875
7104.0,21.07631346814572,21.14208022,23.74145432,25.99318956,21.14001107,21.28810226
7105.0,40.64008562782737,40.25559105,41.45398299,36.72400898,40.59800664,41.25078964
7106.0,29.216070774899922,27.80952381,31.29102845,40.0,52.86738351,55.63025210000001
7107.0,30.776682642797354,30.32873807,32.16132368,23.84259259,27.0,35.61346363
7108.0,23.33965907806877,23.1441048,27.85808147,44.683544299999994,42.29346486,39.05405405
7109.0,33.18889331359411,33.16151203,29.36936937,26.87687688,25.68448501,31.56069364
7110.0,44.258180439355975,44.24528302,43.79844961,38.39285714,38.74755382,32.73073264
7111.0,30.075435017606363,28.796296299999998,29.7979798,35.44444444,47.31182796,44.76190476
7112.0,22.883053538192996,22.36628849,28.56294537,22.0521542,24.35494021,25.30864198
7113.0,26.0710277190128,25.7751938,31.74273859,28.1535649,28.31215971,35.9375
7114.0,29.541774220134442,29.61783439,25.41528239,25.75250836,22.67536705,27.90368272
7115.0,33.70706059122731,33.29145729,34.05017921,20.06615215,23.68421053,27.25344645
7201.0,21.000750889897052,20.51901026,17.20021704,20.04914005,21.78030303,22.71414822
7202.0,25.752090330729693,25.73289902,27.68392371,23.48993289,20.72892938,20.55877702
7203.0,15.6540004260886,15.45302946,15.1022864,15.68627451,13.28073636,9.581881532999999
7204.0,10.3102541852916,9.468085106,4.518072289,5.587668592999999,9.910802775,6.647398844
7205.0,11.861163354882036,11.683848800000002,14.17253521,20.092165899999998,16.35220126,14.99176277
7206.0,18.282466735121368,17.94258373,19.02552204,16.78571429,16.44021739,11.48387097
7207.0,16.465142483939307,16.33027523,18.53770869,17.63678696,14.51929366,19.24851681
7301.0,25.994097858351296,25.94339623,29.79683973,25.33825338,22.86729858,26.36579572
7302.01,36.979255585717645,37.07526882,34.72422062,39.46053946,37.00592885,32.67769334
7302.02,23.519635053658348,24.05362776,27.32327244,27.332704999999997,17.60078663,21.87182096
7303.0,15.481870747179656,15.15151515,18.51851852,29.95049505,28.19956616,34.89681051
7304.0,26.856288546786008,26.22222222,26.25085675,16.19190405,21.04845115,13.71087928
7305.0,24.682932144111994,23.8736103,27.12527964,28.00668151,33.74689826,31.47123894
7306.0,18.920405448630973,17.96536797,17.66694844,20.99737533,27.57709251,24.94432071
7307.0,19.25380710932821,18.44783715,22.91970803,18.47328244,23.49823322,17.23549488
7401.0,9.830306188725974,9.695074277,6.139053253999999,8.351331893,4.38247012,4.731043422
7402.0,4.518025872751831,3.8558558560000002,6.826178747,5.653089887999999,6.599326598999999,6.476771787000001
7403.0,6.878111693270289,6.194690265,5.83090379,8.169642857000001,9.771126761,8.333333332999999
7404.0,10.90650515824789,10.56842105,8.209902666,5.091383812,3.8065382889999997,3.4888608660000004
7501.0,30.481947934998864,30.85961657,26.01372427,27.84090909,21.4379085,18.51332398
7502.0,19.557198147627332,19.02368988,20.86642599,15.87301587,18.034118600000003,17.34006734
7503.0,10.844614334443838,10.2607233,11.18421053,12.24783862,13.33333333,15.25297619
7504.0,10.465492335853138,10.20158827,10.93267449,16.03773585,13.21614583,15.22020725
7505.0,12.283597086250841,11.69337375,14.6011717,8.20804551,9.851787271000001,15.89439655
7506.0,26.485916630500427,26.25368732,31.87817259,30.23679417,29.65838509,22.61340555
7608.01,20.24489785164167,20.16994633,19.03659101,17.98436142,15.01200961,17.40248607
7608.02,11.316765688121368,10.79812207,8.277830637000001,5.42340628,6.261682242999999,5.243088656
7608.03,12.404881193906593,11.9524618,8.56460758,6.877377817,7.130484987999999,11.11447608
7702.01,3.010886575079905,2.405271829,1.910621762,2.195281782,2.4015369840000003,2.20467259
7702.02,3.326081072349416,2.761000863,2.891670263,1.9172113290000001,1.7359709330000002,3.6191974819999997
7703.0,2.8373302463021792,2.315160568,4.282377368,4.343459704,3.423288356,4.106608648
7704.0,1.5365720311297473,0.921273032,0.720720721,1.016166282,1.0767790259999999,1.0958904109999998
7705.0,0.6313215403556184,0.0,0.0,2.11013896,2.1023766,3.375162267
7706.01,4.1540439517439465,3.4607065610000003,5.409252669,3.583735355,4.926108374,6.538969617
7706.02,6.7975407497367994,6.173913043,5.057471264,3.268251273,4.434250765,7.506702412999999
7707.0,6.817610397782236,6.406480117999999,5.920114122999999,5.890702626,4.504504505,4.7619047619999995
7708.0,7.345091294232213,6.815203145,6.412894376000001,3.761755486,3.944390559,1.0808926079999999
7709.01,8.07048313500393,7.615317667999999,7.8834618679999995,5.580969808,4.9665711560000005,2.716627635
