tract,median_income_2016,median_income_2015,median_income_2014,median_income_2013,median_income_2012,median_income_2011
7207.0,61026.15784502284,59038,64103,71833,63750,59091
7301.0,47700.25787719558,48226,41154,36597,34931,34815
7302.01,32482.482016455244,32623,31323,32238,33913,35620
7302.02,45345.25425533608,45862,42610,39338,45322,42775
7303.0,43577.87186166795,43516,41389,47647,46667,41510
7304.0,53847.878803874315,53427,51442,53142,50294,49879
7305.0,51821.39937721622,51250,48815,48047,41894,44798
7306.0,48296.468488034734,49732,43244,43565,55511,54265
7307.0,43560.57022002144,43309,42628,41739,42042,40558
7401.0,88098.36671434034,86746,87074,83472,81151,76875
7402.0,94794.05373916414,92764,97988,97557,97824,92586
7403.0,94364.31924140351,94583,86406,85313,87268,84375
7404.0,81635.78762186698,80765,82673,73984,80912,77813
7501.0,41684.855601648305,40000,47782,46192,44868,42925
7502.0,62178.24571650854,60403,65972,63523,60833,63750
7503.0,86786.32312089397,86176,82845,82287,81607,78944
7504.0,86169.23305714405,84400,84375,90125,79808,83324
7505.0,55456.22829391215,55128,52679,51250,49358,45787
7506.0,44749.39168804078,44383,44304,43113,43450,42063
7608.01,48141.86682170703,48617,43638,47950,49397,44944
7608.02,51358.12818493554,52344,46434,42159,50288,50605
7608.03,41785.49477108636,41481,41132,40897,40722,44629
7702.01,53038.675936714506,52455,56667,51549,60650,57078
7702.02,51487.05359557379,51213,51300,54000,57137,60781
7703.0,71590.72729611349,71742,64314,63734,61130,61677
7704.0,57729.5632492523,57123,55883,55293,52629,54414
7705.0,44435.59684116913,43634,44618,40719,37545,38271
7706.01,64781.67051729455,64309,65273,78000,82326,90481
7706.02,60251.34871092522,60132,57545,57935,59563,48468
7707.0,50042.80678192855,49604,47589,46048,42344,45183
7708.0,57210.15548844219,57528,49625,46875,42468,49609
7709.01,57057.354058800636,56719,55032,49350,49806,47489
7709.02,56630.16133983636,55879,54804,52147,47792,52417
8001.0,231195.6417866663,225391,250000,201000,227778,226375
8002.0,170654.58134393778,171214,159167,154976,170938,166875
8003.0,199840.1422524018,201146,157679,192578,152143,131339
8004.0,215973.6774674281,212344,218542,214028,222356,241513
8005.0,215114.69273748767,211286,211467,215726,206875,211750
8006.0,224806.6698382615,227708,192083,231875,236250,241250
8007.0,167142.647421438,166731,166875,172656,200208,219250
8008.0,79572.08283675546,78750,85375,100048,115213,93136
8009.0,105076.25945538949,102303,111094,91757,93850,96080
8010.0,108957.9130912935,108456,99919,108207,101702,104969
8011.0,149572.98337705474,148640,134934,150985,135556,133281
8012.0,165205.90980638907,160221,176406,174479,174088,171000
8013.0,143544.50612057053,144531,124792,108854,108750,106765
8014.0,103100.0564795427,100742,106438,113224,111125,120938
8015.0,108868.0879112718,107273,101639,88913,75724,74865
8016.01,106089.60401780202,105064,104911,96250,102067,117188
8016.03,46711.98497431005,45982,50938,50915,57647,59167
