tract,percent_high_school_2016,percent_high_school_2015,percent_high_school_2014,percent_high_school_2013,percent_high_school_2012,percent_high_school_2011
8041.09,91.41689780705835,91.18261596,91.92434534,92.43429142,94.37930442,95.56496097
8042.01,96.81829275690725,96.98647988,96.83586162,97.98952008,98.33225142,98.37185768
8042.02,93.67972261681994,93.62719973,94.09318990000001,94.84492754,94.55544345,96.23378896
8043.05,86.88790731156162,86.59742,84.56234743,86.10028682,86.15117647,87.20318352
8043.06,79.89805019565496,79.17609778,77.3825958,81.43519082,77.08314607,77.0231068
8043.08,89.73893453661948,89.15831196,92.97633783,94.51894283,95.70672147,95.34997524
8043.09,78.05473417984135,76.57976138,84.56253602,78.77803959,80.79171544,81.3128266
8043.1,91.01140705182544,90.79630698,91.12081863,92.60496786,92.19416642,91.36470069
8043.11,83.12441732401122,82.27615063,84.94162918,86.40968218,84.33982888,88.53601286
8044.03,87.82262309474115,87.30441672,88.55403112,92.44004859,91.57984074,86.53868002
8044.04,78.15350406962826,77.56756757,73.63097856,71.40704607,70.33101148,71.56178659999999
8044.05,69.02983582766902,67.56367131,68.14584383,65.83109541,63.67014305,66.10522388
8044.06,77.00043672824656,75.97966533,75.95893017,77.78305813,75.83488975,75.04462555
8045.05,92.21510667251772,92.12121212,91.98509183,92.69144981,92.3937897,91.86023055
8045.06,92.66328606106791,92.67187107,91.2994152,90.73850267,93.79929435,92.0151671
8045.07,96.27284848118275,96.44686300000001,96.05313897,96.34917997,96.39586853,95.77479675
8045.08,79.5935576294074,79.07253270000001,74.11870891,76.29657488,76.45236593,75.90310263
8045.09,76.94149398668611,75.86538462,78.03441305,74.25338516,71.62170316,70.98152398
8045.1,58.855052842485186,56.63813913,56.18437568,58.39555962,66.31880046,64.75568182
8045.11,71.21958439274425,69.97971602,67.67432432,72.42234539,69.63736005,73.84724062
8046.03,89.85552145533744,89.54216867,91.083174,89.52234704,88.60994790000001,88.2588968
8046.06,93.90824335841705,93.8331318,95.26840175,94.13260982,93.70724736,94.28127991
8046.07,95.18744294535279,95.21424597,95.96973684,96.2900635,95.82458926,95.92136082
8046.08,92.47542249736138,92.43013796,92.20619079999999,91.85866667,91.08656036,91.81296296
8046.09,97.10808371998188,97.22222222,98.30578890000001,98.3,98.58699346,99.39655487
8046.1,96.13579875698791,96.23871615,96.8607087,96.69978261,96.27177778,94.86985173
8046.11,96.95585641344321,97.12741752,97.83055706,96.09442605,96.02778546,93.65606497
8047.01,93.35348173645936,93.41817459,92.6,91.16095201,91.10584346,93.4125
8047.05,93.27631514238651,93.51334575,90.52601194,88.05867414,88.65794788,86.75222188
8047.06,89.21004307345135,88.81421027,89.8646875,90.20289855,92.77482327,93.07075522
8047.09,86.64536590419402,86.32992584,84.06170213,87.36109612,86.99038311,86.46039604
8047.1,92.5552186187783,92.44066803,92.59253907,94.39965086,93.96096516,93.69478865
8047.11,93.12419709955867,93.21952005,91.81882251,91.46768605,89.80681234,88.28635767
8047.12,94.64771920804063,94.81535828,92.87598981,94.00512351,94.87548797,94.61551954
8047.13,92.76572440255377,92.29328338,97.50302606,97.5812334,98.45524494,97.08813559
8047.14,93.88664631384745,93.75428964,94.94426892,95.60445344,98.32346041,97.66018412
8047.15,75.46216417539732,74.06483791,78.50737439,73.74387411,77.08631695,76.1875
8047.16,91.42698618429577,91.44463456,88.58041287,90.87453227,92.06831169,89.58
8048.03,94.78037028657805,94.7702407,95.88306189,94.82499465,95.23935484,94.11209772
8048.04,90.01617314871196,89.90147783,87.70615151,92.08901345,89.88589744,89.27356889
8048.05,87.73470627874235,87.17804099,89.62616137,89.27310743,90.14708816,92.74644381
8048.06,87.54516498543036,87.36803786,84.28529933,86.83703704,85.88282443,86.22620690000001
8048.07,92.61933001963064,92.44368406,93.45431057,93.61525424,95.56101961,96.40744571
8048.08,94.27765361236825,94.46349829,92.67234043,91.05437532,91.96258776,93.72831858
8048.09,96.35560241264216,96.58040665,96.84283105,95.21370745,90.65521549,89.93603058
8048.1,91.22836261471258,91.20879121,89.41211559999999,90.43411958,89.13138979,88.70167099999999
8049.01,94.08119463714195,94.02456798,95.20564448,94.81538462,94.17047658,96.17508485
8049.02,88.93671391812438,88.71806466,87.79742007,86.67219145,88.07036588,89.92035899
8050.01,92.77079958998124,92.66368656,92.80197071,94.88388497,94.55177267,96.25806452
8050.02,88.31787033102488,88.38181501,82.82019051,85.50500089,83.96887013,83.72829753
8051.05,77.5270220598351,76.63871951,76.0701016,73.8443359,73.32305861,75.46117109
8051.06,94.78702984082368,94.88188976,94.90289449,94.14741671,92.4723099,93.59259078
8051.07,85.57512090141654,85.10357815,84.2240977,85.52873735,86.97470623,88.47463871
8051.08,86.40536644981233,86.35831382,82.20326725,76.48720785,78.69416986,78.58301365
8051.09,93.87636951581423,94.00521286,92.8009787,91.12030186,91.18293396,90.52406450000001
8051.1,95.41107917827819,95.5103179,95.50784148,95.86859504,95.26554765,92.39585698
8051.11,85.17420547480813,84.59220192,84.76509839,86.56471020000001,87.7302078,88.9
8051.12,86.7393632142166,85.93433320000001,91.30701899,92.77150078,88.21471845,85.7288738
8052.01,90.50178062834318,90.22727273,90.86814996,91.05582329,92.91243655,94.05080790000001
8052.02,94.45050416669417,94.52520878,94.47805445,92.6073416,92.97684413,92.70164258
8053.01,82.5673880432914,81.71713299999999,84.04786066,83.62899431,83.88455431,81.0637292
8053.02,91.39346865044298,91.25295508,92.51117021,90.20638012,85.85571121,84.34395147
8054.01,90.65687371457689,90.29943855,93.13559322,94.09016134,88.94235255,88.78265014
