tract,percent_wealthy_2016,percent_wealthy_2015,percent_wealthy_2014,percent_wealthy_2013,percent_wealthy_2012,percent_wealthy_2011
402.01,0.2052210534806181,0.203,0.18899999999999997,0.183,0.14300000000000002,0.153
402.02,0.12928140368364066,0.127,0.147,0.181,0.18100000000000002,0.18
403.0,0.32763766352112444,0.32899999999999996,0.29100000000000004,0.308,0.252,0.23399999999999999
404.01,0.2229313576232314,0.222,0.218,0.247,0.163,0.18600000000000003
404.02,0.19186485152910215,0.18899999999999997,0.205,0.148,0.157,0.172
406.0,0.24014577316256414,0.239,0.196,0.207,0.192,0.20199999999999999
407.0,0.2449527887992397,0.245,0.247,0.271,0.222,0.213
408.0,0.2593169836522107,0.259,0.231,0.225,0.251,0.19399999999999998
409.0,0.20740903473840874,0.205,0.18899999999999997,0.165,0.155,0.175
501.0,0.27824793431523887,0.278,0.258,0.248,0.212,0.24
502.0,0.17181392916441635,0.16899999999999998,0.163,0.151,0.153,0.145
503.0,0.29891035827630097,0.302,0.33799999999999997,0.35,0.409,0.353
505.0,0.27384458022829994,0.275,0.263,0.284,0.305,0.3
506.0,0.3468499629959513,0.35,0.314,0.365,0.337,0.46299999999999997
507.0,0.36489370964983225,0.369,0.38799999999999996,0.402,0.39299999999999996,0.33
508.0,0.33191780975013885,0.33399999999999996,0.363,0.321,0.33799999999999997,0.39799999999999996
509.0,0.27634348515869245,0.276,0.27,0.24,0.22399999999999998,0.315
510.0,0.2971788935157107,0.298,0.284,0.27,0.28600000000000003,0.305
511.0,0.281210865781917,0.282,0.284,0.295,0.247,0.2
512.0,0.22232180167691068,0.222,0.312,0.245,0.28,0.263
513.0,0.3954370324962463,0.39799999999999996,0.36700000000000005,0.34,0.306,0.32299999999999995
514.0,0.24943165441857537,0.248,0.26899999999999996,0.202,0.19699999999999998,0.226
601.0,0.20133626154311365,0.2,0.221,0.211,0.20600000000000002,0.19699999999999998
602.0,0.166705681140481,0.163,0.134,0.111,0.121,0.163
603.0,0.32127521860611874,0.324,0.35100000000000003,0.328,0.39899999999999997,0.442
604.0,0.332463294954641,0.33399999999999996,0.292,0.279,0.324,0.315
605.0,0.12445529301908369,0.122,0.126,0.16,0.196,0.175
608.0,0.2627830136996895,0.263,0.265,0.254,0.268,0.209
609.0,0.17877107793917302,0.17600000000000002,0.19699999999999998,0.16,0.151,0.15
610.0,0.36278715032729203,0.365,0.331,0.326,0.303,0.213
611.0,0.2659343847699357,0.267,0.304,0.315,0.261,0.214
612.0,0.3712194125718331,0.374,0.371,0.346,0.34,0.309
615.0,0.35299453274047365,0.35600000000000004,0.335,0.366,0.324,0.28800000000000003
618.0,0.15706609090822582,0.156,0.156,0.215,0.233,0.20199999999999999
619.01,0.13387844332490337,0.131,0.142,0.148,0.172,0.149
619.02,0.24808130444839172,0.24600000000000002,0.20800000000000002,0.179,0.141,0.145
620.0,0.29795440931164296,0.297,0.258,0.2,0.21,0.217
