tract,percent_wealthy_2016,percent_wealthy_2015,percent_wealthy_2014,percent_wealthy_2013,percent_wealthy_2012,percent_wealthy_2011
8241.2,,0.260,0.245,0.240,0.226,0.227
8241.21,,0.248,0.271,0.292,0.274,0.337
8241.22,,0.337,0.340,0.315,0.305,0.264
8241.23,,0.281,0.300,0.333,0.339,0.321
8243,,0.070,0.061,0.088,0.120,0.095
8244,,0.082,0.074,0.061,0.125,0.134
8245.03,,0.226,0.204,0.231,0.233,0.218
8245.05,,0.288,0.284,0.258,0.181,0.205
8245.06,,0.325,0.356,0.292,0.319,0.265
8245.07,,0.272,0.292,0.294,0.280,0.278
8246.01,,0.248,0.234,0.263,0.293,0.278
8246.02,,0.211,0.258,0.278,0.277,0.255
8247.01,,0.201,0.160,0.154,0.135,0.122
8247.02,,0.128,0.144,0.164,0.170,0.136
8248,,0.058,0.068,0.113,0.137,0.122
8249,,0.152,0.142,0.200,0.228,0.229
8250,,0.198,0.193,0.227,0.223,0.167
8252,,0.267,0.321,0.230,0.210,0.227
8253.02,,0.221,0.296,0.314,0.278,0.288
8253.03,,0.128,0.133,0.119,0.137,0.147
8253.04,,0.289,0.290,0.308,0.273,0.271
8254,,0.264,0.265,0.222,0.232,0.211
8255.01,,0.116,0.116,0.144,0.124,0.102
8255.03,,0.211,0.193,0.207,0.161,0.188
8255.04,,0.155,0.225,0.233,0.251,0.213
8255.05,,0.152,0.155,0.142,0.173,0.181
8256,,0.096,0.075,0.073,0.099,0.111
8257,,0.104,0.089,0.103,0.084,0.074
8258.01,,0.020,0.039,0.035,0.043,0.067
8258.02,,0.150,0.147,0.141,0.100,0.093
8258.03,,0.127,0.108,0.092,0.105,0.099
8259,,0.107,0.099,0.103,0.054,0.077
8260,,0.084,0.066,0.114,0.132,0.101
8261,,0.126,0.171,0.134,0.107,0.116
8262.01,,0.091,0.084,0.067,0.040,0.043
8262.02,,0.037,0.043,0.053,0.068,0.047
8263.01,,0.168,0.173,0.187,0.182,0.176
8263.03,,0.107,0.124,0.191,0.204,0.157
8263.04,,0.069,0.095,0.103,0.153,0.119
8264.01,,0.177,0.160,0.157,0.152,0.142
8264.02,,0.140,0.154,0.151,0.154,0.164
8265,,0.107,0.090,0.078,0.094,0.075
8266,,0.076,0.078,0.080,0.058,0.062
8267,,0.075,0.086,0.078,0.076,0.063
8268,,0.025,0.006,0.005,0.014,0.000
8269.01,,0.011,0.045,0.059,0.059,0.083
8269.02,,0.019,0.004,0.007,0.000,0.000
8270,,0.051,0.073,0.055,0.071,0.057
8271,,0.041,0.015,0.043,0.069,0.068
8272,,0.119,0.089,0.085,0.091,0.097
8273,,0.139,0.126,0.120,0.087,0.078
8274,,0.083,0.105,0.133,0.129,0.093
8275,,0.048,0.036,0.073,0.080,0.104
8276,,0.033,0.029,0.045,0.034,0.034
8277,,0.086,0.075,0.064,0.084,0.072
8278.01,,0.189,0.196,0.161,0.122,0.129
8278.02,,0.293,0.285,0.195,0.237,0.140
8278.04,,0.241,0.244,0.221,0.193,0.149
8278.05,,0.246,0.230,0.203,0.229,0.235
8279.01,,0.343,0.383,0.343,0.331,0.365
8279.02,,0.127,0.122,0.095,0.094,0.074
8280,,0.105,0.121,0.118,0.119,0.164
8281,,0.185,0.202,0.197,0.202,0.181
8282.01,,0.193,0.246,0.221,0.168,0.146
8282.02,,0.192,0.190,0.181,0.162,0.155
8283,,0.167,0.144,0.166,0.146,0.147
8284.01,,0.214,0.216,0.219,0.247,0.239
8284.02,,0.164,0.137,0.133,0.124,0.147
8285.03,,0.072,0.124,0.131,0.177,0.207
8285.04,,0.110,0.110,0.142,0.126,0.137
8285.05,,0.229,0.222,0.218,0.242,0.255
8285.06,,0.162,0.179,0.141,0.141,0.118
8286.01,,0.282,0.288,0.303,0.353,0.335
8286.02,,0.319,0.293,0.309,0.347,0.405
8287.01,,0.163,0.170,0.211,0.259,0.245
8287.02,,0.108,0.090,0.092,0.118,0.168
8288.01,,0.218,0.235,0.202,0.262,0.261
8288.02,,0.262,0.266,0.231,0.194,0.171
8289,,0.077,0.063,0.056,0.088,0.069
8290,,0.042,0.045,0.047,0.024,0.026
8291,,0.087,0.074,0.070,0.061,0.040
8292,,0.114,0.129,0.131,0.147,0.116
8293.01,,0.150,0.119,0.136,0.113,0.128
8293.02,,0.073,0.113,0.079,0.097,0.045
8294.01,,0.072,0.026,0.014,0.000,0.000
8294.02,,0.073,0.057,0.044,0.043,0.064
8295,,0.065,0.050,0.039,0.025,0.046
8296,,0.157,0.144,0.146,0.141,0.119
8297,,0.146,0.164,0.137,0.153,0.143
8298,,0.349,0.373,0.340,0.345,0.299
8299.01,,0.249,0.236,0.196,0.224,0.197
8299.02,,0.276,0.249,0.263,0.294,0.316
8300.01,,0.094,0.079,0.075,0.041,0.066
8300.03,,0.299,0.279,0.291,0.288,0.295
8300.04,,0.361,0.326,0.357,0.340,0.350
8300.05,,0.351,0.296,0.275,0.296,0.319
8300.06,,0.126,0.069,0.110,0.152,0.114
8300.07,,0.149,0.114,0.136,0.176,0.203
8300.08,,0.270,0.245,0.267,0.275,0.287
8301,,0.198,0.250,0.260,0.213,0.191
8302.01,,0.200,0.180,0.203,0.179,0.166
8302.02,,0.342,0.282,0.209,0.198,0.200
8303,,0.072,0.057,0.064,0.057,0.050
8304,,0.139,0.078,0.090,0.103,0.158
8305,,0.046,0.013,0.015,0.027,0.075
8306,,0.112,0.123,0.113,0.136,0.132
8307,,0.142,0.110,0.152,0.170,0.201
8308,,0.164,0.148,0.165,0.176,0.121
8309,,0.349,0.376,0.403,0.409,0.353
8310,,0.387,0.406,0.334,0.363,0.365
8311,,0.113,0.149,0.186,0.170,0.185
8312,,0.095,0.083,0.061,0.033,0.024
8313,,0.000,0.000,0.000,0.024,0.027
8314,,0.089,0.076,0.068,0.097,0.081
8315,,0.217,0.187,0.170,0.154,0.224
8316,,0.060,0.066,0.089,0.103,0.115
8317,,0.233,0.248,0.256,0.247,0.252
8318,,0.242,0.239,0.223,0.199,0.201
8319,,0.256,0.272,0.328,0.388,0.403
8320,,0.319,0.306,0.347,0.313,0.277
8321,,0.181,0.210,0.203,0.225,0.215
8322,,0.339,0.270,0.279,0.315,0.308
8323,,0.372,0.367,0.401,0.395,0.347
8324,,0.315,0.272,0.235,0.209,0.195
8325,,0.216,0.190,0.201,0.155,0.137
8326,,0.387,0.374,0.373,0.361,0.357
8329,,0.206,0.186,0.186,0.126,0.158
8330,,0.374,0.370,0.365,0.385,0.387
8331,,0.328,0.336,0.331,0.327,0.346
8333,,0.171,0.187,0.165,0.189,0.239
8339,,0.052,0.075,0.100,0.081,0.060
8340,,0.150,0.143,0.069,0.067,0.096
8342,,0.078,0.083,0.054,0.080,0.085
8343,,0.151,0.159,0.190,0.182,0.186
8344,,0.161,0.161,0.115,0.117,0.171
8345,,0.024,0.045,0.019,0.017,0.019
8346,,0.026,0.017,0.018,0.011,0.035
8347,,0.008,0.008,0.023,0.027,0.081
8348,,0.028,0.000,0.000,0.000,0.017
8349,,0.015,0.016,0.020,0.009,0.012
8350,,0.031,0.036,0.036,0.054,0.080
8351,,0.051,0.031,0.045,0.042,0.056
8352,,0.128,0.145,0.093,0.142,0.132
8355,,0.065,0.045,0.011,0.012,0.000
8356,,0.067,0.063,0.061,0.010,0.000
8357,,0.000,0.000,0.000,0.0000,0.0000
8358,,0.217,0.242,0.265,0.270,0.247
8359,,0.086,0.119,0.132,0.125,0.098
8360,,0.201,0.095,0.121,0.153,0.179
8361,,0.061,0.039,0.051,0.030,0.015
8362,,0.245,0.359,0.362,0.385,0.385
8363,,0.145,0.156,0.145,0.141,0.158
8364,,0.110,0.130,0.146,0.162,0.164
8365,,0.050,0.029,0.029,0.077,0.111
8366,,0.191,0.141,0.117,0.085,0.043
8367,,0.049,0.058,0.050,0.057,0.015
8368,,0.027,0.010,0.043,0.043,0.042
8369,,0.079,0.079,0.148,0.146,0.222
8370,,0.069,0.067,0.089,0.092,0.040
8371,,0.117,0.089,0.086,0.061,0.044
8373,,0.093,0.098,0.087,0.053,0.044
8374,,0.027,0.033,0.043,0.041,0.051
8378,,0.216,0.168,0.154,0.114,0.085
8380,,0.138,0.180,0.167,0.119,0.094
8381,,0.096,0.112,0.133,0.102,0.113
8382,,0.146,0.190,0.244,0.253,0.291
8383,,0.123,0.128,0.140,0.122,0.120
8386,,0.000,0.000,0.000,0.000,0.000
8387,,0.009,0.009,0.007,0.008,0.014
8388,,0.027,0.036,0.009,0.018,0.060
8390,,0.331,0.312,0.295,0.299,0.258
8391,,0.225,0.225,0.246,0.272,0.255
8392,,0.066,0.070,0.075,0.083,0.107
8395,,0.127,0.129,0.214,0.200,0.190
8396,,0.146,0.137,0.169,0.146,0.140
8397,,0.124,0.091,0.117,0.122,0.115
8398,,0.212,0.209,0.209,0.164,0.140
8399,,0.240,0.202,0.209,0.208,0.153
8400,,0.229,0.214,0.221,0.277,0.276
8401,,0.063,0.024,0.037,0.028,0.022
8402,,0.150,0.120,0.135,0.142,0.106
8403,,0.114,0.107,0.113,0.097,0.056
8404,,0.122,0.101,0.092,0.074,0.089
8407,,0.072,0.059,0.050,0.055,0.066
8408,,0.012,0.013,0.047,0.060,0.101
8410,,0.212,0.200,0.239,0.280,0.281
8411,,0.088,0.106,0.080,0.108,0.101
8412,,0.048,0.040,0.054,0.060,0.070
8413,,0.109,0.072,0.080,0.035,0.075
8414,,0.037,0.026,0.000,0.000,0.000
8415,,0.019,0.035,0.086,0.079,0.064
8416,,0.148,0.112,0.088,0.076,0.000
8417,,0.046,0.029,0.041,0.029,0.039
8418,,0.088,0.068,0.048,0.047,0.054
8419,,0.438,0.365,0.304,0.285,0.287
8420,,0.237,0.267,0.285,0.313,0.274
8421,,0.050,0.067,0.066,0.067,0.055
8422,,0.367,0.276,0.274,0.224,0.202
8423,,0.343,0.308,0.335,0.354,0.307
8424,,0.084,0.066,0.055,0.049,0.051
8425,,0.034,0.012,0.011,0.013,0.015
8426,,0.203,0.181,0.213,0.197,0.225
8428,,0.031,0.057,0.052,0.051,0.084
8429,,0.038,0.023,0.012,0.018,0.010
8430,,0.010,0.024,0.016,0.016,0.043
8431,,0.069,0.138,0.126,0.117,0.142
8432,,0.082,0.097,0.095,0.086,0.097
8433,,0.072,0.038,0.032,0.000,0.000
8434,,0.099,0.098,0.065,0.098,0.024
8435,,0.003,0.017,0.013,0.035,0.037
8436,,0.079,0.044,0.049,0.109,0.093
8437,,0.264,0.252,0.292,0.276,0.277
8438,,0.109,0.055,0.047,0.022,0.086
8439,,0.090,0.116,0.085,0.128,0.125
9800,,0.000,0.000,0.000,0.0000,0.0000
9801,,0.000,0.000,0.000,0.0000,0.0000
9900,,0.000,0.000,0.000,0.0000,0.0000
