tract,percent_percent_walked_2016,percent_percent_walked_2015,percent_percent_walked_2014,percent_percent_walked_2013,percent_percent_walked_2012,percent_percent_walked_2011
2515,,6.141078838,6.598984772,6.762468301,12.92875989,8.946951702
2516,,0,0,0.971922246,3.426791277,4.325955734
2517,,9.655172414,9.726443769,10,16.66666667,9.667194929
2518,,15.13828239,12.17741935,10.45172719,9.906858594,6.840148699
2519,,5.366492147,7.440100883,6.952841596,7.100238663,5.019556714
2520,,11.65263624,11.55536028,9.462151394,8.086253369,6.966773848
2521.01,,4.610492846,6.549520767,3.671328671,1.912045889,0
2521.02,,4.335119338,5.272838749,4.421562689,1.688453159,1.681681682
2522.01,,16.73052363,17.8030303,20.52821128,20.66752246,9.722222222
2522.02,,2.719033233,2.404207363,2.040816327,2.039274924,0
2601,,9.62962963,9.677419355,10.92150171,8.385093168,6.940063091
2602,,17.22972973,16.55405405,27.31707317,6.849315068,5.362776025
2603,,15.94746717,11.18881119,17.26027397,11.37566138,10.0456621
2604,,26.88172043,26.62889518,12.75964392,7.558139535,4.983388704
2605,,13.85927505,9.952606635,8.604651163,9.390862944,0
2606,,9.267241379,12.65164645,17.12626996,11.85286104,11.65467626
2607,,9.771309771,5.699481865,14.89757914,17.10963455,16.55948553
2608,,10.84529506,10.09345794,8.932461874,7.979626486,3.857142857
2609,,12.59445844,12.86863271,6.51465798,4.379562044,7.305936073
2610,,15.78099839,14.0556369,15.88235294,14.13189771,11.09570042
2705,,11.79039301,12.94964029,15.06849315,20.86614173,12.71186441
2712,,5.281690141,4.651162791,3.669724771,5.215419501,14.1439206
2713,,4.575163399,5.462184874,7.103825137,17.88617886,22.42647059
2714,,19.51871658,15.60846561,11.49425287,6.16966581,5.440414508
2715,,7.816091954,5.277044855,0,0,0
2718,,4.838709677,3.389830508,8.14479638,10.47120419,18.0952381
2801,,56.9820612,56.79012346,53.06370071,52.10327176,50.38206826
2804,,18.36158192,15.51724138,13.07901907,23.49206349,26.27118644
2808,,15.41353383,4.705882353,8.333333333,7.189542484,5.960264901
2809,,11.67883212,11.44278607,12.5,0,20.52980132
2819,,50.57435579,49.62406015,48.65056818,39.71731449,42.8132206
2827,,14.50858034,18.92561983,13.507109,13.01775148,10.68592058
2828,,24.2250287,17.08378672,22.51082251,21.67906482,26.67478685
2831,,23.80216383,27.5147929,27.22222222,29.84714401,28.40501792
2832,,21.13341204,22.37851662,21.44927536,17.46031746,17.66784452
2838,,11.34952005,10.27811366,6.315144083,4.638218924,6.862091939
2909,,4.952581665,6.673842842,4.200819672,5.756731662,7.293354943
2912,,5.582137161,8.55513308,4.038461538,5.415860735,11.17424242
2916,,8.291457286,15.59888579,13.67088608,17.76315789,21.6152019
2922,,6.979865772,11.22019635,8.991494532,11.27659574,11.93548387
2924,,26.73992674,29.84749455,28.08716707,24.83221477,24.42588727
2925,,16.17210682,16.29464286,13.39055794,10.53525913,7.632999229
3005,,7.318952234,8.46473029,7.177419355,6.260032103,7.565543071
3006,,15.14476615,13.95528142,11.00628931,6.651198763,3.489439853
3007,,10.41666667,10.75268817,14.63547334,12.73428886,15.05666487
3008,,5.650557621,7.028753994,6.518817204,5.700871898,8.928571429
3009,,15.09433962,15.69321534,19.8917456,16.47770219,12.31101512
3011,,12.73261508,12.20538721,12.15953307,9.244532803,6.150978565
3012,,10.71698113,12.11644375,13.24554609,12.92517007,19.05972046
3016,,12.38709677,14.32129514,14.89505755,14.04793609,10.92198582
3017.01,,5.341880342,6.924198251,2.812071331,6.435006435,5.696846389
3017.02,,7.951070336,10.57692308,6.666666667,4.398148148,4.390243902
3018.01,,9.884901828,15.05791506,11.80124224,3.92296719,10.24096386
3018.02,,18.97321429,18.54026846,18.30726771,21.20200334,16.22992392
3018.03,,14.44390948,14.16893733,17.07474227,15.34452808,14.15716857
3102,,18.5729276,17.41573034,14.64285714,16.4053076,22.5974026
3103,,19.89417989,17.63392857,14.21370968,14.05353728,17.0310702
3104,,18.36065574,16.73640167,14.26307448,11.83333333,17.0178282
3105,,26.18724559,27.68532526,31.84079602,32.90322581,34.05676127
3106,,11.69284468,15.03094607,15.70486397,17.75625504,17.11749789
3107,,30.62827225,28.37273992,24.53125,29.79274611,21.02747909
3108,,13.02698145,14.49275362,17.63925729,16.71276175,16.77240285
3109,,9.041835358,7.350272232,8.257713249,9.98843039,12.97888976
3201,,60.95317726,54.05123622,56.11206762,54.15562914,51.28400228
3204,,59.68468468,58.54456255,60.85106383,71.41041931,72.38267148
3206,,38.00770827,37.99027553,31.70563961,28.31570382,22.33304423
3301,,21.6195698,20.90870488,19.98185118,19.43667406,18.42159702
3302,,24.44228904,25.69478303,22.69439421,22.3567769,22.73559012
3403,,18.58789625,17.04035874,19.73995272,18.57476636,18.72946331
3404,,17.25239617,13.42710997,15.07479862,19.49152542,21.73469388
3405,,22.69399707,24.43181818,17.69480519,19.69178082,18.07432432
3406,,6.857142857,17.54385965,17.28971963,36.9047619,33.87755102
3501,,5.182341651,6.016408387,6.534653465,3.500473037,7.022222222
3504,,8.588957055,10.2661597,9.289617486,4.21686747,0
3510,,9.759615385,7.864609258,9.227348527,7.401129944,9.546258103
3511,,4.656862745,6.626506024,5.882352941,2.752293578,5.05952381
