WARD,PRECINCT,LOCATION,ADD_NUM,STREET_DIR,STREET_NAME_1,STREET_NAME_2,STREET_NAME_3,STREET_NAME_4,STREET_TYPE
34,26,Brown Academy,12607,S,Union,,,,Ave
34,27,The Holland Home,240,W,107th,,,,Pl
34,28,Wentworth Commons Apartments,11045,S,Wentworth,,,,Ave
34,29,Ada Park,11250,S,Ada,,,,St
34,30,Dunne Technology Academy,10845,S,Union,,,,Ave
34,31,Hancock House,12045,S,Emerald,,,,Ave
34,32,Ada Park,11250,S,Ada,,,,St
34,33,St James Ministries,11750,S,Lowe,,,,Ave
34,34,Fernwood School,10041,S,Union,,,,Ave
34,35,Julian High School,10330,S,Elizabeth,,,,St
34,36,Allen Metropolitan Church,10946,S,Lowe,,,,Ave
34,37,Agape Community Ctr,342,W,111th,,,,St
34,38,New Deliverance Church,11200,S,State,,,,St
34,39,Wentworth Commons Apartments,11045,S,Wentworth,,,,Ave
34,40,White Park,1120,W,122nd,,,,St
34,41,Alex Haley Academy,11411,S,Eggleston,,,,Ave
34,42,Sheldon Heights Church,11325,S,Halsted,,,,St
34,43,Sheldon Heights Church,11325,S,Halsted,,,,St
34,44,Prayer/Faith Outreach Ministries,944,W,103rd,,,,St
34,45,Washington Heights Sr Suites,848,W,103rd,,,,St
34,46,Euclid Park,9800,S,Parnell,,,,Ave
34,47,Foundation College Prep,1233,W,109th,,,,Pl
34,48,Mt Vernon School,10540,S,Morgan,,,,St
34,49,Wacker School,9746,S,Morgan,,,,St
34,50,West Pullman Park,401,W,123rd,,,,St
34,51,White Park,1120,W,122nd,,,,St
34,52,Wacker School,9746,S,Morgan,,,,St
34,53,Alex Haley Academy,11411,S,Eggleston,,,,Ave
35,1,St Nicolai Church,3000,N,Kedzie,,,,Ave
35,2,Christopher House,3255,W,Altgeld,,,,St
35,3,Mozart School,2200,N,Hamlin,,,,Ave
35,4,Murphy School,3539,W,Grace,,,,St
35,5,Logandale Middle Annex Sch,3212,W,George,,,,St
35,6,Hairpin Arts Ctr,2810,N,Milwaukee,,,,Ave
35,7,Latin Amer Motorcycle Assoc,3519,W,Fullerton,,,,Ave
35,8,Latin Amer Motorcycle Assoc,3519,W,Fullerton,,,,Ave
35,9,Haugan School,4540,N,Hamlin,,,,Ave
35,10,Christopher House,3255,W,Altgeld,,,,St
35,11,Hairpin Arts Ctr,2810,N,Milwaukee,,,,Ave
35,12,Nixon School,2121,N,Keeler,,,,Ave
35,13,Pritzker College Prep,1833,N,Kedvale,,,,Ave
35,14,Levee Hall,4035,W,Fullerton,,,,Ave
35,15,Monroe School,3651,W,Schubert,,,,Ave
35,16,Iglesia De Jesucisto,1847,N,Kildare,,,,Ave
35,17,Diversey Square Apts,3305,W,Diversey,,,,Ave
35,18,Nixon School,2121,N,Keeler,,,,Ave
35,19,Nixon School,2121,N,Keeler,,,,Ave
35,20,Tabor Evangelical Luth Church,3542,W,Sunnyside,,,,Ave
35,21,Mozart School,2200,N,Hamlin,,,,Ave
35,22,Jensen Park,4650,N,Lawndale,,,,Ave
35,23,Grace Convent Church,4201,N,Monticello,,,,Ave
35,24,Avondale Park,3516,W,School,,,,St
35,25,Logan Square Apts,2600,N,Kedzie,,,,Ave
35,26,Murphy School,3539,W,Grace,,,,St
35,27,Henry School,4250,N,St,Louis,,,Ave
35,28,Monroe School,3651,W,Schubert,,,,Ave
35,29,Spira Haugan School,3729,W,Leland,,,,Ave
35,30,Jensen Park,4650,N,Lawndale,,,,Ave
35,31,Henry School,4250,N,St,Louis,,,Ave
36,1,Montclare Leyden Post,6940,W,Diversey,,,,Ave
36,2,Parkview Villa Banquets,6155,W,Fullerton,,,,Ave
36,3,Mcgrath City Honda,6720,W,Grand,,,,Ave
36,4,UNO Charter School,2050,N,Natchez,,,,Ave
36,5,Senior Suites Of Belmont,6045,W,Grand,,,,Ave
36,6,Iglesia Evangelica Emanuel,5018,W,Armitage,,,,Ave
36,7,Schorsch Vlg Improvement Assn,6940,W,Belmont,,,,Ave
36,8,Lloyd School,2103,N,Lamon,,,,Ave
36,9,Blackhawk Park,2318,N,Lavergne,,,,Ave
36,10,West Belmont Library,3104,N,Narragansett,,,,Ave
36,11,Hermosa Park,2240,N,Kilbourn,,,,Ave
36,12,North Grand High School,4338,W,Wabansia,,,,Ave
36,13,Hermosa Park,2240,N,Kilbourn,,,,Ave
36,14,Messiah Lutheran Church,6201,W,Patterson,,,,Ave
36,15,Messiah Lutheran Church,6201,W,Patterson,,,,Ave
36,16,Liberty Christian Church,5447,W,Addison,,,,St
36,17,Reinberg School,3425,N,Major,,,,Ave
36,18,Chicago Academy,3400,N,Austin,,,,Ave
36,19,Locke School,2845,N,Newcastle,,,,Ave
36,20,Reinberg School,3425,N,Major,,,,Ave
36,21,Prieto Math & Science Academy,2231,N,Central,,,,Ave
36,22,Northwest Middle School,5252,W,Palmer,,,,St
36,23,Senior Suites Of Belmont,6045,W,Grand,,,,Ave
36,24,Steinmetz School,3030,N,Mobile,,,,Ave
36,25,St Stanislaus Church,2318,N,Lorel,,,,Ave
36,26,West Belmont Library,3104,N,Narragansett,,,,Ave
36,27,Montclare United Church Of Christ,6935,W,Medill,,,,Ave
36,28,The Brook,3105,N,Oak,Park,,,Ave
36,29,Locke School,2845,N,Newcastle,,,,Ave
36,30,Namaste United Ch Of Christ,6337,W,Cornelia,,,,Ave
37,1,Austin Campus,231,N,Pine,,,,Ave
37,2,Chgo Northside New Hope Church,4255,W,Division,,,,St
37,3,Orr Campus,730,N,Pulaski,,,,Rd
37,4,Brian Piccolo School,1040,N,Keeler,,,,Ave
37,5,Hamlett Isom Cme Church,5446,W,Division,,,,St
37,6,Taylor Funeral Home,5348,W,North,,,,Ave
37,7,Brian Piccolo School,1040,N,Keeler,,,,Ave
37,8,Brian Piccolo School,1040,N,Keeler,,,,Ave
37,9,Howe School,720,N,Lorel,,,,Ave
37,10,El Mexico Moderno Ball Room,1645,N,Cicero,,,,Ave
37,11,New Galilee Baptist Church,431,N,Laramie,,,,Ave
37,12,Chgo Northside New Hope Church,4255,W,Division,,,,St
37,13,Orr Campus,730,N,Pulaski,,,,Rd
37,14,Bethel Small Business Ctr,1150,N,Lamon,,,,Ave
37,15,John Hay Cmty Academy,1018,N,Laramie,,,,Ave
37,16,Heritage Intl Christian Church,5320,W,North,,,,Ave
37,17,Howe School,720,N,Lorel,,,,Ave
37,18,New Greater True Light MB Church,5401,W,Chicago,,,,Ave
37,19,Gtr Works Kingdom Ministries Intl,3935,W,Division,,,,St
37,20,Ronald McNair School,4820,W,Walton,,,,St
37,21,Augusta Play Ground,4431,W,Augusta,,,,Bv
37,22,El Mexico Moderno Ball Room,1645,N,Cicero,,,,Ave
37,23,Bethel Deliverance Church,5330,W,Division,,,,St
37,24,Heritage Intl Christian Church,5320,W,North,,,,Ave
37,25,John Hay Cmty Academy,1018,N,Laramie,,,,Ave
37,26,Rock Of Salvation Church,5350,W,Bloomingdale,,,,Ave
37,27,West Chicago Library,4856,W,Chicago,,,,Ave
37,28,Brian Piccolo School,1040,N,Keeler,,,,Ave
37,29,Hamlett Isom Cme Church,5446,W,Division,,,,St
37,30,Henry Nash School,4837,W,Erie,,,,St
37,31,Lafollette Park,1333,N,Laramie,,,,Ave
37,32,New Genesis AOG Bapt Church,1400,N,Laramie,,,,Ave
37,33,Bethel Small Business Ctr,1150,N,Lamon,,,,Ave
37,34,Apac/Cath Charities WIC Ctr,5125,W,Chicago,,,,Ave
37,35,New Greater True Light MB Church,5401,W,Chicago,,,,Ave
37,36,Apac/Cath Charities WIC Ctr,5125,W,Chicago,,,,Ave
37,37,Plaza Arms,501,N,Central,,,,Ave
37,38,New Genesis AOG Bapt Church,1400,N,Laramie,,,,Ave
37,39,New Galilee Baptist Church,431,N,Laramie,,,,Ave
37,40,Lafollette Park,1333,N,Laramie,,,,Ave
37,41,Heritage Intl Christian Church,5320,W,North,,,,Ave
38,1,St Mary Romanian Ch,4225,N,Central,,,,Ave
38,2,Our Lady Mother Of The Church,8701,W,Leland,,,,Ave
38,3,Chicago Fire Station,3918,N,Harlem,,,,Ave
38,4,Shabbona Park,6935,W,Addison,,,,St
38,5,Our Saviour Luth Church,3457,N,Neva,,,,Ave
38,6,Dever School,3436,N,Osceola,,,,Ave
38,7,Hiawatha Park,8029,W,For,Pres,,,Dr
38,8,Austin-Irving Library,6100,W,Irving,,,,Pkwy
38,9,St Francis Borgia Church,8025,W,Addison,,,,St
38,10,Martin Luther Lutheran Church,6850,W,Addison,,,,St
38,11,New Life Community Church,5700,W,Berteau,,,,Ave
38,12,Our Lady Mother Of The Church,8701,W,Leland,,,,Ave
38,13,Dunning Public Library,7455,W,Cornelia,,,,Ave
38,14,Dunham Park,4638,N,Melvina,,,,Ave
38,15,Smyser School,4310,N,Melvina,,,,Ave
38,16,Martin Luther Lutheran Church,6850,W,Addison,,,,St
38,17,Canty School,3740,N,Panama,,,,Ave
38,18,Dunham Park,4638,N,Melvina,,,,Ave
38,19,Wright College,4300,N,Narragansett,,,,Ave
38,20,Canty School,3740,N,Panama,,,,Ave
38,21,Merrimac Park,6343,W,Irving,,,,Pkwy
38,22,Hungarian Baptist Church,5757,W,Windsor,,,,Ave
38,23,Chicago Fire Station,5758,W,Grace,,,,St
38,24,Hiawatha Park,8029,W,For,Pres,,,Dr
38,25,Dunham Park,4638,N,Melvina,,,,Ave
38,26,Merrimac Park,6343,W,Irving,,,,Pkwy
38,27,St Francis Borgia Church,8025,W,Addison,,,,St
38,28,Canty School,3740,N,Panama,,,,Ave
38,29,Dever School,3436,N,Osceola,,,,Ave
38,30,Hiawatha Park,8029,W,For,Pres,,,Dr
38,31,St Mary Romanian Ch,4225,N,Central,,,,Ave
38,32,St Mary Romanian Ch,4225,N,Central,,,,Ave
38,33,St John Rila Orth Church,5944,W,Cullom,,,,Ave
38,34,Chgo Fil-Am 7th Day Adventist,3920,N,Central,,,,Ave
38,35,Mike Anderson Cheverolet,5301,W,Irving,,,,Pkwy
38,36,St John Rila Orth Church,5944,W,Cullom,,,,Ave
38,37,Merrimac Park,6343,W,Irving,,,,Pkwy
38,38,Bridge School,3800,N,New,England,,,Ave
38,39,Thorp School,6024,W,Warwick,,,,Ave
38,40,New Life Community Church,5700,W,Berteau,,,,Ave
38,41,St Mary Romanian Ch,4225,N,Central,,,,Ave
39,1,Sauganash Park,5861,N,Kostner,,,,Ave
39,2,Senate Apartments,5801,N,Pulaski,,,,Rd
39,3,Korean Martyrs Catholic Church,4115,N,Kedvale,,,,Ave
39,4,Sauganash Park,5861,N,Kostner,,,,Ave
39,5,Palmer School,5051,N,Kenneth,,,,Ave
39,6,Chicago Police Station,4650,N,Pulaski,,,,Rd
39,7,Mayfair Library,4400,W,Lawrence,,,,Ave
39,8,Salvation Army Mayfair Church,5020,N,Pulaski,,,,Rd
39,9,Sokol Community Ctr,4855,N,Elston,,,,Ave
39,10,Eugene Park,5100,N,Ridgeway,,,,Ave
39,11,Sokol Community Ctr,4855,N,Elston,,,,Ave
39,12,Volta School,4950,N,Avers,,,,Ave
39,13,Hollywood Park,3312,W,Thorndale,,,,Ave
39,14,Mayfair Park,4550,W,Sunnyside,,,,Ave
39,15,Sauganash School,6040,N,Kilpatrick,,,,Ave
39,16,Peterson School,5510,N,Christiana,,,,Ave
39,17,Mayfair Park,4550,W,Sunnyside,,,,Ave
39,18,Church Of Christ Presbyterian,5846,N,Spaulding,,,,Ave
39,19,St Edward Church,4457,N,Lowell,,,,Ave
39,20,Indian Park,6010,W,Matson,,,,Ave
39,21,Rosedale Park,6312,W,Rosedale,,,,Ave
39,22,Peterson School,5510,N,Christiana,,,,Ave
39,23,Collettis,5707,N,Central,,,,Ave
39,24,Collettis,5707,N,Central,,,,Ave
39,25,Korean Martyrs Catholic Church,4115,N,Kedvale,,,,Ave
39,26,Mayfair Plaza Corp,4001,W,Devon,,,,Ave
39,27,Forest Preserve Dist CC,6100,N,Central,,,,Ave
39,28,Chgo Latvian Cmty Ctr,4146,N,Elston,,,,Ave
39,29,Fairmont Care Ctr,5061,N,Pulaski,,,,Rd
39,30,North Pk Covenant Church,5250,N,Christiana,,,,Ave
39,31,Chicago Police Station,4650,N,Pulaski,,,,Rd
39,32,Solomon School,6206,N,Hamlin,,,,Ave
39,33,Albany Park Cmty Ctr,5101,N,Kimball,,,,Ave
39,34,Salvation Army,4056,N,Pulaski,,,,Rd
39,35,North Pk Covenant Church,5250,N,Christiana,,,,Ave
39,36,Solomon School,6206,N,Hamlin,,,,Ave
39,37,Sauganash Park,5861,N,Kostner,,,,Ave
39,38,Gompers Park,4222,W,Foster,,,,Ave
39,39,Brynford Bible Church,5700,N,Pulaski,,,,Rd
39,40,Sauganash Park,5861,N,Kostner,,,,Ave
39,41,1st Cong Of Forest Glen,5400,N,Lawler,,,,Ave
39,42,Sauganash School,6040,N,Kilpatrick,,,,Ave
39,43,1st Cong Of Forest Glen,5400,N,Lawler,,,,Ave
39,44,Edgebrook Library,5331,W,Devon,,,,Ave
39,45,Edgebrook Library,5331,W,Devon,,,,Ave
40,1,Chicago Police Station,5400,N,Lincoln,,,,Ave
40,2,Mather High School,5835,N,Lincoln,,,,Ave
40,3,St Demetrios Greek Orthodox Ch,2728,W,Carmen,,,,Ave
40,4,Green Briar Park,2650,W,Peterson,,,,Ave
40,5,St Demetrios Greek Orthodox Ch,2728,W,Carmen,,,,Ave
40,6,Gross Park,2708,W,Lawrence,,,,Ave
40,7,St Matthias School,4910,N,Claremont,,,,Ave
40,8,Cambodian Association Of Illinois,2831,W,Lawrence,,,,Ave
40,9,G & A Sr Residence/Ravenswood,1818,W,Peterson,,,,Ave
40,10,Green Briar Park,2650,W,Peterson,,,,Ave
40,11,Chappell Elementary,2135,W,Foster,,,,Ave
40,12,Gateway To Learning,4925,N,Lincoln,,,,Ave
40,13,Amundsen High School,5110,N,Damen,,,,Ave
40,14,Budlong School,2701,W,Foster,,,,Ave
40,15,Napleton Northwestern Chrysler,5950,N,Western,,,,Ave
40,16,Amundsen High School,5110,N,Damen,,,,Ave
40,17,River Park,5100,N,Francisco,,,,Ave
40,18,Emmerson Park,1820,W,Granville,,,,Ave
40,19,St Philip Lutheran Sch,2500,W,Bryn,Mawr,,,Ave
40,20,Continental Care Ctr,5336,N,Western,,,,Ave
40,21,Chicago Fire Station Engine Co #110,2322,W,Foster,,,,Ave
40,22,Peterson Plaza Apartments,5969,N,Ravenswood,,,,Ave
40,23,Half Acre Brewery,2050,W,Balmoral,,,,Ave
40,24,Budlong Woods Library,5630,N,Lincoln,,,,Ave
40,25,Ebenezer Lutheran Ch,1650,W,Foster,,,,Ave
40,26,Edgewater Historical Society,5358,N,Ashland,,,,Ave
40,27,Schneider Apartments,1750,W,Peterson,,,,Ave
40,28,Chicago Police Station,6464,N,Clark,,,,St
40,29,Mather High School,5835,N,Lincoln,,,,Ave
40,30,Jamieson School,5650,N,Mozart,,,,St
40,31,Ebenezer Lutheran Ch,1650,W,Foster,,,,Ave
40,32,Tempel Steel Co,5440,N,Wolcott,,,,Ave
40,33,St Gregory The Great Parish,5545,N,Paulina,,,,St
40,34,Jamieson School,5650,N,Mozart,,,,St
40,35,Misericordia Home,2001,W,Devon,,,,Ave
40,36,Peterson Plaza Apartments,5969,N,Ravenswood,,,,Ave
40,37,Pressure Inc,6318,N,Clark,,,,St
40,38,D A N K Haus,4740,N,Western,,,,Ave
40,39,Napleton Northwestern Chrysler,5950,N,Western,,,,Ave
41,1,St Juliana School,7400,W,Touhy,,,,Ave
41,2,St Juliana School,7400,W,Touhy,,,,Ave
41,3,Saint Monica Parish,5115,N,Mont,Clare,,,Ave
41,4,Brooks Park,7100,N,Harlem,,,,Ave
41,5,Edison Park Lutheran Ch,6626,N,Oliphant,,,,Ave
41,6,Wildwood School,6950,N,Hiawatha,,,,Ave
41,7,Edison Park Lutheran Ch,6626,N,Oliphant,,,,Ave
41,8,Edison Park Lutheran Ch,6626,N,Oliphant,,,,Ave
41,9,Edgebrook School,6525,N,Hiawatha,,,,Ave
41,10,Ebinger School,7350,W,Pratt,,,,Ave
41,11,Windy City Cmty Ch,6131,N,Newark,,,,Ave
41,12,Saint Monica Parish,5115,N,Mont,Clare,,,Ave
41,13,St Eugene Church,5220,N,Canfield,,,,Ave
41,14,Wildwood School,6950,N,Hiawatha,,,,Ave
41,15,Olympia Park,6566,N,Avondale,,,,Ave
41,16,Windy City Cmty Ch,6131,N,Newark,,,,Ave
41,17,Norwood Crossing,6016,N,Nina,,,,Ave
41,18,Immaculate Conception School,7263,W,Talcott,,,,Ave
41,19,Edgebrook School,6525,N,Hiawatha,,,,Ave
41,20,Resurrection Retirement Ctr,7262,W,Peterson,,,,Ave
41,21,Onahan School,6600,W,Raven,,,,St
41,22,Roden Library,6083,N,Northwest,,,,Hwy
41,23,St Eugene Church,5220,N,Canfield,,,,Ave
41,24,Garvey School,5225,N,Oak,Park,,,Ave
41,25,St Joseph Ukranian Church,5000,N,Cumberland,,,,Ave
41,26,Norwood Lutheran Church,5917,N,Nina,,,,Ave
41,27,St Joseph Ukranian Church,5000,N,Cumberland,,,,Ave
41,28,Pavillion Apts,5441,N,East,River,,,Rd
41,29,Pavillion Apts,5441,N,East,River,,,Rd
41,30,Garvey School,5225,N,Oak,Park,,,Ave
41,31,Resurrection Retirement Ctr,7262,W,Peterson,,,,Ave
41,32,Caldwell Woods,6358,W,Devon,,,,Ave
41,33,Oriole Park,5430,N,Olcott,,,,Ave
41,34,Oriole Park,5430,N,Olcott,,,,Ave
41,35,Onahan School,6600,W,Raven,,,,St
41,36,Oriole Pk School,5424,N,Oketo,,,,Ave
41,37,Olympia Park,6566,N,Avondale,,,,Ave
41,38,Garvey School,5225,N,Oak,Park,,,Ave
41,39,Wildwood School,6950,N,Hiawatha,,,,Ave
41,40,St Juliana School,7400,W,Touhy,,,,Ave
41,41,Immaculate Conception School,7263,W,Talcott,,,,Ave
41,42,St Juliana School,7400,W,Touhy,,,,Ave
41,43,Immaculate Conception School,7263,W,Talcott,,,,Ave
41,44,Brooks Park,7100,N,Harlem,,,,Ave
41,45,Oriole Pk School,5424,N,Oketo,,,,Ave
41,46,Norwood Lutheran Church,5917,N,Nina,,,,Ave
41,47,Wildwood School,6950,N,Hiawatha,,,,Ave
42,1,100 Bellevue Condo Assoc,100,E,Bellevue,,,,Pl
42,2,Northwestern Memorial Hospital,541,N,Fairbanks,,,,Ct
42,3,Local #134 I B E W,600,W,Washington,,,,Bv
42,4,Rubloff Law School Nw Univ,420,E,Superior,,,,St
42,5,Domain Condo Association,900,N,Kingsbury,,,,St
42,6,400 Condo Association,400,E,Randolph,,,,St
42,7,420 E Ohio Apartments,420,E,Ohio,,,,St
42,8,680 Lake Res Condo Assoc,680,N,Lake,Shore,,,Dr
42,9,La Quinta Inn & Suites,1,S,Franklin,,,,St
42,10,Harold Washington College,30,E,Lake,,,,St
42,11,Lake Point Tower,505,N,Lake,Shore,,,Dr
42,12,Local #134 I B E W,600,W,Washington,,,,Bv
42,13,155 Harbor Condo Assoc,155,N,Harbor,,,,Dr
42,14,Assumption Church,323,W,Illinois,,,,St
42,15,The Central Hearing Facility,740,N,Sedgwick,,,,St
42,16,Park Alexandria Condo,125,S,Jefferson,,,,St
42,17,Kingsbury Plaza,520,N,Kingsbury,,,,St
42,18,Left Bank At K Station,300,N,Canal,,,,St
42,19,Maguire Hall,1,E,Pearson,,,,St
42,20,33 West Ontario Millennium Condo,33,W,Ontario,,,,St
42,21,Local #134 I B E W,600,W,Washington,,,,Bv
42,22,55 East Erie Condo Assoc,55,E,Erie,,,,St
42,23,The Fordham Condo Association,25,E,Superior,,,,St
42,24,The Ogden Intrnl School Of Chicago,24,W,Walton,,,,St
42,25,River Plz Homeowners Assoc,405,N,Wabash,,,,Ave
42,26,Residence/River East Cond0,512,N,McClurg,,,,Ct
42,27,Marina Towers Condo,300,N,State,,,,St
42,28,North Harbor Tower,175,N,Harbor,,,,Dr
42,29,303 E Wacker,303,E,Wacker,,,,Dr
42,30,The Buckingham,360,E,Randolph,,,,St
42,31,Sheraton Grand Chicago,301,E,North,Water,,,St
42,32,400 N LaSalle Condo,400,N,LaSalle,,,,St
42,33,Spertus Institute,610,S,Michigan,,,,Ave
42,34,Fourth Presbyterian Ch,880,N,Michigan,,,,Ave
42,35,535 Condo Assoc,535,N,Michigan,,,,Ave
42,36,Local #134 I B E W,600,W,Washington,,,,Bv
42,37,The Central Hearing Facility,740,N,Sedgwick,,,,St
42,38,Jessie White Community Center,412,W,Chicago,,,,Ave
42,39,Hotel Felix,111,W,Huron,,,,St
42,40,303 E Wacker,303,E,Wacker,,,,Dr
42,41,Local #134 I B E W,600,W,Washington,,,,Bv
42,42,Harold Washington College,30,E,Lake,,,,St
43,1,LaSalle School,1734,N,Orleans,,,,St
43,2,New Life Community Church,1110,W,Lill,,,,Ave
43,3,Lincoln Park High School,2001,N,Orchard,,,,St
43,4,Old Town Triangle Assoc,1763,N,North,Park,,,Ave
43,5,Newberry School,700,W,Willow,,,,St
43,6,St George Grk Othodox Church,2701,N,Sheffield,,,,Ave
43,7,Dickens & Burling Apts,2111,N,Halsted,,,,St
43,8,Margaret Day Blake Apartments,2140,N,Clark,,,,St
43,9,Elizabeth/Larrabee Apartments,1845,N,Larrabee,,,,St
43,10,Adams Park,1919,N,Seminary,,,,Ave
43,11,Lincoln Park High School,2001,N,Orchard,,,,St
43,12,345 Fullerton Parkway Condominium,345,W,Fullerton,,,,Pkwy
43,13,Commonwealth Apartments,2757,N,Pine,Grove,,,Ave
43,14,LaSalle School,1734,N,Orleans,,,,St
43,15,Lincoln Pk Tower Condo,1960,N,Lincoln,Pk,,,West
43,16,Lincoln Pk Br Library,1150,W,Fullerton,,,,Ave
43,17,Francis Parker School,2233,N,Clark,,,,St
43,18,Wayne Wright Amer Lg 1052,1258,W,Wrightwood,,,,Ave
43,19,Old Town Triangle Assoc,1763,N,North,Park,,,Ave
43,20,Cenacle Convent,513,W,Fullerton,,,,Pkwy
43,21,Alcott School,2625,N,Orchard,,,,St
43,22,Alcott School,2625,N,Orchard,,,,St
43,23,Newberry School,700,W,Willow,,,,St
43,24,Margaret Day Blake Apartments,2140,N,Clark,,,,St
43,25,Lakeview Condo Assoc,2626,N,Lakeview,,,,Ave
43,26,2400 Lakeview Condo,2400,N,Lakeview,,,,Ave
43,27,444 St James Apartments,444,W,St,James,,,Pl
43,28,The Moody Church,1630,N,Clark,,,,St
43,29,Lincoln Elementary School,615,W,Kemper,,,,Pl
43,30,Oscar Mayer School,2250,N,Clifton,,,,Ave
43,31,Edith Spurlock Sampson Apartments,2720,N,Sheffield,,,,Ave
43,32,Belden Stratford Apartments,2300,N,Lincoln,Pk,,,West
43,33,Chicago History Museum,1601,N,Clark,,,,St
43,34,2650 Lakeview Condo,2650,N,Lakeview,,,,Ave
43,35,One East Scott Condo Assoc,1,E,Scott,,,,St
43,36,Second Church Of Christ Science,2700,N,Pine,Grove,,,Ave
43,37,Church Of Our Saviour,530,W,Fullerton,,,,Ave
43,38,Chicago History Museum,1601,N,Clark,,,,St
43,39,Lincoln Pk Br Library,1150,W,Fullerton,,,,Ave
43,40,Alcott School,2625,N,Orchard,,,,St
43,41,De Paul Athletic Traning Ctr,2323,N,Sheffield,,,,Ave
43,42,Second Church Of Christ Science,2700,N,Pine,Grove,,,Ave
43,43,The Junior League Of Chicago,1447,N,Astor,,,,St
43,44,Francis Parker School,2233,N,Clark,,,,St
43,45,Elizabeth/Larrabee Apartments,1845,N,Larrabee,,,,St
43,46,Chicago Fire Station,2714,N,Halsted,,,,St
44,1,The Belmont By Reside,3170,N,Sheridan,,,,Rd
44,2,Greenview Place,1501,W,Melrose,,,,St
44,3,3150 Condo Assoc,3150,N,Lake,Shore,,,Dr
44,4,"The Brookdale ""lake Shore """,2960,N,Lake,Shore,,,Dr
44,5,Alden Lincoln Pk Nursing Hm,504,W,Wellington,,,,Ave
44,6,Second Unitarian Church,656,W,Barry,,,,Ave
44,7,2800 Lake Shore Condo Assoc,2800,N,Lake,Shore,,,Dr
44,8,Wirtz Realty Corp,2970,N,Sheridan,,,,Rd
44,9,Sheil Park,3505,N,Southport,,,,Ave
44,10,Hawthorne School,3319,N,Clifton,,,,Ave
44,11,Sheil Park,3505,N,Southport,,,,Ave
44,12,Temple Sholom,3480,N,Lake,Shore,,,Dr
44,13,Hawthorne School,3319,N,Clifton,,,,Ave
44,14,Advocate Il Masonic MD Ctr,814,W,Nelson,,,,St
44,15,Broadway United Methodist Church,3338,N,Broadway,,,,St
44,16,Blaine School,1420,W,Grace,,,,St
44,17,The Brookdale Of Lake View,3121,N,Sheridan,,,,Rd
44,18,Second Unitarian Church,656,W,Barry,,,,Ave
44,19,Nettelhorst School,3252,N,Broadway,,,,St
44,20,Advocate Il Masonic MD Ctr,814,W,Nelson,,,,St
44,21,John Merlo Library,644,W,Belmont,,,,Ave
44,22,Hawthorne House,3450,N,Lake,Shore,,,Dr
44,23,Britton Budd Apartments,501,W,Surf,,,,St
44,24,Commonwealth Plaza Apartments,340,W,Diversey,,,,Pkwy
44,25,Blaine School,1420,W,Grace,,,,St
44,26,Chicago Police Station,850,W,Addison,,,,St
44,27,Agassiz School,2851,N,Seminary,,,,Ave
44,28,Belmont Towers,510,W,Belmont,,,,Ave
44,29,Agassiz School,2851,N,Seminary,,,,Ave
44,30,Sheil Park,3505,N,Southport,,,,Ave
44,31,Yak-Zies Bar & Grill,3710,N,Clark,,,,St
44,32,Yak-Zies Bar & Grill,3710,N,Clark,,,,St
44,33,Broadway United Methodist Church,3338,N,Broadway,,,,St
44,34,Hattie Callner Apartments,855,W,Aldine,,,,Ave
44,35,The Brookdale Of Lake View,3121,N,Sheridan,,,,Rd
44,36,Chicago Police Station,850,W,Addison,,,,St
44,37,Nettelhorst School,3252,N,Broadway,,,,St
44,38,Hawthorne School,3319,N,Clifton,,,,Ave
44,39,Hawthorne School,3319,N,Clifton,,,,Ave
44,40,Agassiz School,2851,N,Seminary,,,,Ave
44,41,Britton Budd Apartments,501,W,Surf,,,,St
45,1,Thurgood Marshall School,3900,N,Lawndale,,,,Ave
45,2,Thurgood Marshall School,3900,N,Lawndale,,,,Ave
45,3,Independence Park,3945,N,Springfield,,,,Ave
45,4,Disney II Magnet School,3815,N,Kedvale,,,,Ave
45,5,Disney II Magnet School,3815,N,Kedvale,,,,Ave
45,6,Mid City Subaru,4330,W,Irving,,,,Pkwy
45,7,Mid City Subaru,4330,W,Irving,,,,Pkwy
45,8,Christ Our Saviour Church,3807,N,Lavergne,,,,Ave
45,9,Gray School,3730,N,Laramie,,,,Ave
45,10,Gray School,3730,N,Laramie,,,,Ave
45,11,Faith United Church Of Christ,5051,W,Belle,Plaine,,,Ave
45,12,St John Lutheran Church,4939,W,Montrose,,,,Ave
45,13,Faith United Church Of Christ,5051,W,Belle,Plaine,,,Ave
45,14,St John Lutheran Church,4939,W,Montrose,,,,Ave
45,15,Wilson Park,4630,N,Milwaukee,,,,Ave
45,16,Jefferson Park Library,5363,W,Lawrence,,,,Ave
45,17,Wilson Park,4630,N,Milwaukee,,,,Ave
45,18,Prussing School,4650,N,Menard,,,,Ave
45,19,Jefferson Park,4822,N,Long,,,,Ave
45,20,Jefferson Park,4822,N,Long,,,,Ave
45,21,St Constance School,5864,W,Ainslie,,,,St
45,22,St Constance School,5864,W,Ainslie,,,,St
45,23,Branch Community Church,6125,W,Foster,,,,Ave
45,24,Branch Community Church,6125,W,Foster,,,,Ave
45,25,Branch Community Church,6125,W,Foster,,,,Ave
45,26,Branch Community Church,6125,W,Foster,,,,Ave
45,27,Beard School,6445,W,Strong,,,,St
45,28,St Constance School,5864,W,Ainslie,,,,St
45,29,St Constance School,5864,W,Ainslie,,,,St
