tract,percent_non_citizen_2016,percent_non_citizen_2015,percent_non_citizen_2014,percent_non_citizen_2013,percent_non_citizen_2012,percent_non_citizen_2011
8300.01,, 3.089 , 4.551 , 1.084 , 0.727 , 0.751 
8300.03,, 0.648 , 0.931 , 1.566 , 1.506 , 0.523 
8300.04,, 2.049 , 1.857 , 1.633 , 1.709 , 0.744 
8300.05,, 2.100 , 0.740 , 0.648 , 0.526 , 1.219 
8300.06,, 1.318 , 1.635 , 1.238 , 1.572 , 1.596 
8300.07,, 1.419 , 2.300 , 2.056 , 0.930 , 1.250 
8300.08,, 1.758 , 1.741 , 0.788 , 0.487 ,0.00 
8301,, 1.124 , 1.059 , 1.073 , 0.750 , 1.048 
8302.01,,0.00 , 1.961 , 2.059 , 2.847 , 4.220 
8302.02,, 2.384 , 1.357 , 1.028 , 1.020 , 0.967 
8303,, 0.021 , 0.021 , 0.020 , 0.023 , 0.433 
8304,, 0.762 , 0.734 , 0.960 , 1.763 , 3.012 
8305,, 31.169 , 25.732 , 34.174 , 32.505 , 32.589 
8306,, 21.773 , 24.536 , 24.469 , 26.988 , 27.822 
8307,, 8.998 , 10.980 , 11.406 , 12.578 , 13.389 
8308,, 6.045 , 5.000 , 7.551 , 9.072 , 10.762 
8309,, 6.981 , 4.637 , 6.946 , 7.289 , 11.751 
8310,, 4.159 , 3.267 , 4.516 , 4.405 , 4.514 
8311,, 22.549 , 19.600 , 18.053 , 18.776 , 17.424 
8312,, 30.576 , 28.324 , 28.956 , 25.278 , 25.100 
8313,, 12.440 , 22.056 , 22.901 , 22.819 , 10.204 
8314,, 3.928 , 5.142 , 4.338 , 5.344 , 7.112 
8315,, 26.970 , 30.932 , 31.964 , 27.761 , 27.489 
8316,, 16.001 , 19.691 , 20.058 , 18.667 , 20.047 
8317,, 16.506 , 16.299 , 18.792 , 24.000 , 21.232 
8318,, 14.067 , 13.836 , 13.592 , 17.412 , 16.288 
8319,, 4.849 , 3.704 , 2.962 , 1.875 , 0.883 
8320,, 5.417 , 6.878 , 6.653 , 4.394 , 5.824 
8321,, 7.557 , 5.935 , 7.018 , 7.517 , 7.823 
8322,, 7.899 , 7.498 , 10.662 , 5.996 , 9.131 
8323,, 5.094 , 4.405 , 10.255 , 11.660 , 12.058 
8324,, 15.938 , 10.983 , 14.759 , 16.548 , 15.796 
8325,, 4.027 , 3.736 , 3.137 , 3.820 , 3.507 
8326,, 4.407 , 3.974 , 5.552 , 7.156 , 6.857 
8329,, 9.223 , 10.141 , 17.026 , 18.345 , 13.936 
8330,, 5.320 , 4.769 , 4.775 , 4.994 , 4.188 
8331,, 3.578 , 4.085 , 4.625 , 4.784 , 4.436 
8333,, 15.718 , 9.787 , 13.542 , 25.043 , 27.376 
8339,, 11.755 , 12.667 , 18.694 , 23.038 , 21.852 
8340,,0.00 , 0.304 , 0.288 , 0.639 , 0.573 
8342,, 3.474 , 1.536 , 0.946 , 0.838 , 0.041 
8343,, 1.620 , 1.113 , 0.442 , 0.354 , 0.277 
8344,, 0.631 , 0.572 , 0.152 , 1.157 , 1.035 
8345,, 1.250 , 3.263 , 2.224 , 2.693 , 2.740 
8346,, 3.189 , 2.558 , 1.746 , 1.672 ,0.00 
8347,, 1.763 , 1.709 ,0.00 ,0.00 , 1.151 
8348,, 0.274 , 0.218 , 0.331 , 0.355 , 0.361 
8349,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8350,, 11.764 , 12.167 , 13.513 , 11.769 , 10.773 
8351,, 30.439 , 31.413 , 30.936 , 30.473 , 28.970 
8352,, 19.074 , 25.601 , 26.738 , 26.215 , 25.282 
8355,, 4.871 , 5.273 , 5.178 , 7.834 , 7.066 
8356,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8357,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8358,, 0.481 , 1.770 , 1.876 , 1.804 , 1.664 
8359,, 0.153 ,0.00 , 2.318 , 2.308 , 2.698 
8360,, 0.685 , 0.601 , 0.640 , 0.511 , 0.042 
8361,, 1.768 , 1.528 , 1.309 , 0.494 , 0.109 
8362,, 11.674 , 11.572 , 11.341 , 11.393 , 11.093 
8363,, 6.474 , 5.812 , 0.507 , 0.315 , 0.157 
8364,, 1.694 , 2.368 , 2.408 , 2.351 , 2.535 
8365,, 5.022 , 4.308 , 4.435 , 2.916 , 3.022 
8366,, 7.566 , 7.461 , 6.063 , 7.186 , 9.462 
8367,, 4.057 , 3.503 , 4.270 , 3.808 , 2.424 
8368,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8369,, 1.400 , 1.288 , 0.598 , 1.735 , 1.828 
8370,, 0.668 , 0.407 , 2.737 , 3.815 , 1.063 
8371,, 2.305 , 2.218 , 1.352 , 0.352 , 0.346 
8373,, 0.327 , 0.278 , 0.295 , 1.935 , 1.396 
8374,, 1.067 , 0.787 , 0.750 , 2.541 , 4.046 
8378,, 4.349 , 4.798 , 3.964 , 2.362 , 2.489 
8380,, 3.142 , 5.068 , 5.440 , 4.677 , 5.126 
8381,, 10.332 , 12.847 , 12.796 , 13.668 , 15.084 
8382,, 17.572 , 18.328 , 20.312 , 16.696 , 16.507 
8383,, 6.630 , 12.882 , 14.358 , 12.715 , 17.584 
8386,, 0.728 , 0.855 , 0.789 , 1.649 , 0.377 
8387,, 2.323 , 2.556 , 1.789 , 0.024 , 0.025 
8388,, 9.220 , 8.137 , 7.636 , 6.955 , 11.863 
8390,, 9.539 , 8.236 , 7.667 , 7.900 , 7.944 
8391,, 17.461 , 17.793 , 17.072 , 16.236 , 16.296 
8392,, 14.104 , 12.095 , 10.961 , 10.397 , 7.010 
8395,, 6.595 , 4.641 , 3.017 , 2.774 , 2.035 
8396,, 2.749 , 3.168 , 3.226 , 2.752 , 2.967 
8397,, 13.635 , 14.289 , 16.496 , 13.770 , 14.794 
8398,, 11.637 , 12.778 , 10.716 , 10.205 , 11.041 
8399,, 5.220 , 3.783 , 3.310 , 2.563 , 1.895 
8400,, 11.055 , 7.321 , 9.299 , 14.117 , 12.447 
8401,, 36.188 , 29.923 , 26.071 , 27.210 , 31.049 
8402,, 22.597 , 24.488 , 23.006 , 22.130 , 22.480 
8403,, 16.447 , 22.788 , 24.970 , 26.301 , 28.380 
8404,, 17.283 , 20.660 , 22.646 , 23.215 , 23.237 
8407,, 29.728 , 32.948 , 35.545 , 33.434 , 32.842 
8408,, 32.140 , 36.209 , 33.880 , 33.361 , 30.818 
8410,, 15.625 , 9.663 , 11.901 , 6.477 , 4.633 
8411,, 37.834 , 32.682 , 33.665 , 32.235 , 33.961 
8412,, 26.473 , 31.838 , 30.816 , 30.508 , 27.654 
8413,, 23.077 , 25.586 , 29.021 , 26.435 , 26.166 
8414,, 3.298 , 0.764 ,0.00 ,0.00 ,0.00 
8415,, 1.387 , 1.497 , 1.216 , 0.691 ,0.00 
8416,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8417,, 13.628 , 12.647 , 10.378 , 8.821 , 11.103 
8418,, 0.539 , 0.416 , 0.464 ,0.00 ,0.00 
8419,, 8.120 , 9.144 , 8.415 , 8.302 , 7.027 
8420,, 22.407 , 17.799 , 16.361 , 18.163 , 19.027 
8421,, 7.299 , 6.435 , 7.221 , 8.637 , 9.480 
8422,, 6.006 , 4.352 , 3.268 , 3.052 , 2.601 
8423,, 6.473 , 5.945 , 5.724 , 6.263 , 4.464 
8424,, 0.258 , 0.237 , 0.174 , 0.191 ,0.00 
8425,, 0.612 , 0.168 , 0.122 , 0.122 , 0.150 
8426,, 10.862 , 9.463 , 9.869 , 11.842 , 10.105 
8428,, 39.444 , 38.544 , 37.750 , 32.284 , 33.230 
8429,, 3.234 , 2.894 , 4.111 , 1.709 , 2.115 
8430,, 1.615 , 1.275 ,0.00 ,0.00 ,0.00 
8431,, 1.657 , 1.232 , 1.219 , 1.127 , 1.153 
8432,, 27.660 , 24.367 , 29.137 , 31.330 , 31.917 
8433,, 20.130 , 21.106 , 12.788 , 17.901 , 22.357 
8434,, 2.810 , 1.849 , 5.094 , 2.443 , 3.678 
8435,, 7.968 , 7.015 , 9.180 , 9.217 , 9.026 
8436,, 4.320 , 3.986 , 2.517 , 2.509 , 2.864 
8437,, 6.516 , 8.161 , 7.980 , 8.620 , 10.254 
8438,, 2.590 , 7.489 , 6.073 , 4.392 , 6.106 
8439,, 3.471 , 2.398 , 1.268 , 1.099 , 0.834 
9800,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9801,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
9900,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
